Hybridization REF	TCGA-AA-A00K-01A-02R-A002-07
GSTA2	-1.20225
SMUG1	0.409833333333333
UFM1	0.3022
AP3M2	-0.10975
USP14	-0.301375
FBXL14	-0.290333333333333
DSTN	0.7035
SFRS14	-0.39225
FBXO31	0.0303333333333333
C12orf40	-0.265333333333333
FRS2	-0.016
NR2E3	-0.531
TUBB2C	0.3145
GMPR	-2.192
C9orf139	0.049
ING5	-0.207142857142857
LOC730092	0.391166666666667
ORM1	-4.71925
RP11-11C5.2	-1.106
HSPD1	0.6514
PIWIL3	-0.03725
C5orf13	-1.7514
OR5R1	0.2545
LCOR	1.37975
PLEKHA9	0.4035
CCDC43	-0.52575
ZNF232	-0.694
SLC6A7	0.645
ADH5	-0.35225
SHBG	-0.880833333333333
CROCCL2	-0.784
PANX3	-0.5895
CDIPT	-0.3395
SLC16A5	1.917
TUBB	-0.68825
TOR3A	0.4701
PREP	1.39533333333333
ENTPD8	0.217
CHMP1B	0.151
SYT12	-1.3564
MYH6	-1.6706
MAP3K13	0.925166666666667
KLHL30	0.151333333333333
LCMT1	-0.130375
EIF1AX	0.812166666666667
FOXD4L1	1.2065
SLC24A5	-2.8615
RNF166	-1.287
TJAP1	-0.3225
TMEM156	-0.743
ZNF239	-0.56825
SNX19	0.057
GKN1	0.14225
FCN1	0.6522
C1QL1	-1.3435
ATP11C	0.3415
ZNF35	0.17825
CARD8	-0.080625
LIMD1	0.667166666666667
KIAA0286	-0.7055
XRN2	-0.332833333333333
CD6	0.134333333333333
TOX3	1.927
ZSCAN4	-1.17966666666667
RSRC1	-0.4715
COG1	0.11475
PTRF	-0.4385
C16orf35	-0.533125
FBXO24	-1.19325
CHST11	-1.4065
THRB	-1.1262
MYBPC1	0.4285
RNF39	0.0766666666666667
PSMD11	-0.08625
ALAD	-0.0771666666666667
EN1	-1.73875
SLC9A9	-1.125
GSTM4	0.6547
CDC42BPA	0.362210526315789
RCSD1	-1.9115
LUC7L2	-0.7017
SPTBN1	0.849
LOC146167	-0.0225
BAT5	0.6982
ZNF452	-0.0225
LSM4	-0.084625
SRP72	-0.0719
SGK269	0.114583333333333
MTX1	-0.363
CENTA1	1.56525
UNQ9433	1.58
ATR	0.0305
DDX49	0.426833333333333
PAQR8	0.363666666666667
C14orf174	-0.893
GBGT1	-0.8375
THAP1	-0.25375
OR10K1	0.362
RASIP1	-1.19333333333333
DPYD	-2.2683
DOHH	0.36025
C18orf45	-0.226
POF1B	5.7311
ZNF552	0.9625
USP32	-1.3965
MED27	-0.779666666666667
C14orf149	-2.01683333333333
PRDX4	0.160333333333333
ABHD12	0.8409
AGT	-1.332
SLC22A14	-0.4355
C1orf58	-0.292
PILRA	-0.747
ABCF2	-0.387375
C17orf85	0.2668
TKTL1	-1.54125
FGF1	-0.22325
IL6R	-0.0523333333333333
VPS25	-0.08725
CHRNB2	-0.598375
COL7A1	-1.5241
LRRC48	-0.934666666666667
SPG20	-2.01141666666667
COX10	0.71475
GCA	0.749
ECEL1	-1.53383333333333
GLG1	0.214666666666667
SRD5A2L2	0.3885
MUTYH	-1.182875
ZNF70	-0.3415
L2HGDH	-0.107
GPATCH2	-0.3645
ZNF655	-2.80475
ZNF227	-0.300166666666667
MCOLN2	3.50383333333333
NQO2	-1.13225
KCNQ5	-0.587
NEU1	0.478333333333333
QRICH1	-0.2445
ZBTB20	-0.357833333333333
RPUSD3	-0.447
EPGN	-1.63366666666667
TSN	0.11275
SPRY2	1.1675
LZTFL1	-0.36825
GMFB	-0.12925
PBEF1	-0.4052
HBG2	-2.615
TMEM8	0.27025
PALM2-AKAP2	-0.96
NFYA	-0.256
FAM108A1	0.051125
PBLD	2.161
NRG4	-2.90525
PIGF	-0.29225
PTGER1	1.5775
NOS2A	5.9905
C21orf34	-2.4245
C21orf51	-0.836916666666667
IL17C	-0.5115
TRMT6	0.416166666666667
ETV2	0.0258333333333333
CCDC109A	1.68275
MYLK2	-1.749
ATP10A	-0.1648
DPH4	-0.8035
C5orf5	-1.31883333333333
KCNA4	-0.00866666666666667
NMNAT2	-2.36883333333333
GLYATL2	-1.064
LSMD1	-0.363875
IL23R	0.14
NRF1	-0.3905
MUC15	-1.28716666666667
PRDM12	-1.57
PAQR4	-0.219785714285714
RBBP6	-0.9490625
IFI27	4.42925
SKAP2	-0.246
TAGAP	0.415
TJP3	2.409
C9orf61	-2.15075
IDS	-0.377428571428571
PARG	-0.07025
LOC131149	0.617
DYRK4	1.70883333333333
MICALL1	-0.10075
GALR2	0.1405
GPBP1L1	0.04375
TBX21	1.95925
KCNJ6	-0.0183333333333333
GGN	0.04475
CASP5	1.3555
RNF182	-4.87675
BRD4	0.72475
DOK4	1.216125
SLC46A2	-0.0315
SOX9	3.26025
ZNRD1	-0.0831666666666667
PRR6	0.43025
FAU	-0.234375
DTNB	-0.72
CARD9	-0.87625
STS-1	-0.905333333333333
SLC4A5	0.068375
NSBP1	-0.77
UGCGL2	-0.769583333333333
POTE15	-4.97
NOXA1	0.5315
RP13-347D8.3	0.5495
SAMD10	0.0211666666666667
EP400NL	-0.438
TCF21	1.6935
AMELX	0.939
JPH2	0.8271
SLA	0.89375
DLST	0.46
SEPT12	-0.04425
RGS20	-4.36325
LXN	0.758666666666667
ZNF419	-0.832
UPK3B	0.239833333333333
RELL1	-1.04525
ESPNL	-0.7815
KLHL21	-0.891375
PI15	0.218
C2orf61	-0.914
LOC407835	0.36
RER1	0.0180833333333333
ELAVL2	-0.3375
MGC26718	1.005
KLF2	1.83425
TNFAIP8L3	-0.0835
TFE3	0.12125
C11orf17	-0.573
15E1.2	0.85825
SNRPC	-0.68425
DLGAP1	-1.30125
PGLYRP1	0.00775000000000001
OVCH2	0.3435
IRF7	1.1993
SET	-0.0887
NAB2	-0.752
LRP5L	0.4255
FAM120A	1.02725
ASCL2	4.05
SHH	0.8865
ATP5H	-0.1895
THPO	-1.59266666666667
TYRP1	-3.68
HIST1H3E	-0.527666666666667
EIF2S1	0.388166666666667
TNFRSF17	-0.4175
TARSL2	1.03025
NKX2-8	0.93425
C1orf115	0.887375
LOC56964	0.3355
KIAA0841	-0.77275
ISCU	0.303
TTMA	-0.3985
ZNF414	0.33
LOC441150	-0.67775
RAB15	1.48675
HBP1	-0.970666666666667
TNNT2	-1.53566666666667
CECR5	0.35725
PHGDH	-1.9985
JRK	-0.0866
XPO4	0.057625
FAM131C	1.6305
ARHGAP25	0.3535
CA9	-0.170333333333333
GPR62	-0.503
TLX1	1.12133333333333
GPS1	-0.1935
OR2M2	0.079
BDP1	0.582142857142857
FAM70B	1.198
RPS29	0.185416666666667
MKLN1	-0.1891
TSPAN19	-2.92675
SLC29A3	0.2167
LGALS4	7.27216666666667
USH2A	-0.4925
NF1	-0.488333333333333
APOBEC3A	0.8405
IMPAD1	0.100833333333333
OLR1	0.226833333333333
NRAP	-0.5945
HCFC1R1	-0.741333333333333
TAOK2	0.0976666666666667
MCM10	-0.771
MAP4K3	-0.2255
CBS	-2.646625
CLK3	-0.2493
PCDHGA5	0.762
ELF4	0.94825
FAM71A	-0.17275
C11orf49	0.92875
CLIP2	1.129
BTBD9	0.3381
ZNF524	2.17825
KDELR1	1.286
ZNF509	-0.272
NCSTN	0.1925
ZNF533	-0.812142857142857
PARP4	1.08725
GALNT9	-0.429166666666667
NPY	-1.91525
BEGAIN	-2.50483333333333
TMEM77	0.244833333333333
FOXRED1	-0.354333333333333
SLC16A2	-2.1105
SLC35B1	-0.18875
GK5	-0.231416666666667
SDCCAG10	-0.6375
C4orf20	-0.93975
SLC9A2	3.3025
ADD1	0.248785714285714
TAL2	-0.904333333333333
ACLY	-0.057625
DNAJC1	0.346
SOST	-2.29975
USP43	2.66566666666667
CYP4F12	0.89625
FKBP5	0.481375
CHCHD5	-0.0266
NUDT22	-0.36175
CCDC85B	-0.4815
OR51G2	0.508
STRN3	-0.131428571428571
TMOD2	-0.06075
FLI1	-1.271
MAB21L2	1.08016666666667
DGKQ	0.65675
VPRBP	0.8505
SCNN1B	-0.7844
ECHDC3	-2.8108
TMEM106C	0.914
CSNK2A2	-0.1095
RPL39	0.8954
HERC3	0.1227
ZBTB47	-0.188333333333333
ZNF681	-1.833
PAGE2	-3.43325
CLIC5	4.64185714285714
RABAC1	0.86725
ZFHX2	-1.4425
YPEL1	-1.7845
KIAA0776	0.24525
NR1D2	-0.79475
DNAJC4	-0.346625
NPNT	3.2781
ZNF677	-0.386
ZNF536	-0.238
MEF2B	0.06875
PTPN4	-0.2345
CTCFL	-4.9295
STX5	-0.337166666666667
CD72	-0.436
VEGFA	0.563473684210526
XRCC1	-0.6681
MAS1L	0.528
ELL	0.0936
SETBP1	-1.092
CDH11	1.29366666666667
NDC80	-1.33946153846154
DMBX1	-2.57075
NRSN1	0.512
BAT2D1	-0.115125
CDS2	-0.084
C1orf212	-0.0468333333333333
SENP3	-0.36025
IL1F9	1.551
EEF2K	0.1025
COG8	-0.646
CEP72	-0.067
OR1L8	-0.074
MUS81	-0.385
PHYH	1.120875
GGT6	3.08466666666667
C22orf23	-1.27775
C13orf33	0.728
MAPK8IP2	-1.12925
NELL2	-0.82025
POU3F2	-3.3325
ALPK1	1.667
MRPS18C	-0.48625
RPLP2	0.2875
FGF22	0.2975
SPNS1	-0.201
ZFP1	-1.122
IL1RAPL1	-1.6815
PCSK9	1.8515
NKX2-1	0.291714285714286
C6orf189	2.8255
SP4	-1.429
SLC11A1	1.4906
C21orf25	0.686666666666667
ICAM2	-1.006375
SH3GL1	-0.376166666666667
GSK3B	0.8165
RALB	0.892375
PDXP	-0.915666666666667
GNGT1	-0.683625
KIR2DL1	0.118
TNFAIP3	1.347
C6orf32	-0.8881
CBLN2	-0.94225
PANK3	0.510875
TAAR9	0.2165
WDR82	0.635357142857143
APOM	-2.90775
TRIP10	0.46375
SPATA16	0.299833333333333
C1orf135	-0.3025
USP51	-3.20325
TESK1	0.739
C11orf64	0.0245
ZNF611	0.236
PDE6G	-0.204
HLA-DQA1	2.866
GCLC	0.125875
SEC61A1	0.169214285714286
TWSG1	-0.498083333333333
ZMYND10	-1.8135
CTDP1	0.36175
ADAMTS6	-0.8565
SLIT1	-1.6945
KRT86	-0.5175
KIAA0574	-1.754
GTPBP2	-0.5336
PQLC3	-0.98025
PRRX2	-2.22466666666667
C15orf44	-0.3245
MKKS	0.394125
C11orf10	-0.3725
GPR110	1.5875
CD109	-2.7155
ADCY1	-0.458166666666667
RHBG	-3.12525
TP53I3	0.556875
SLC22A3	0.3153
UCP2	0.19375
FOXG1	-2.85516666666667
OR2AG1	0.1975
TRIM24	-0.3095
PROC	-2.64025
TAAR6	0.18775
AMTN	-1.5895
C10orf47	-0.4315
DEPDC1	-1.068
FLJ45557	-0.07575
ZDHHC17	-0.50575
KIAA1429	-0.0481666666666667
KCNH1	-0.145
VNN3	2.1005
PSMAL	1.098
PPARD	1.077125
HFM1	-2.15475
YBX1	-0.454166666666667
ZNF695	-1.21475
SCTR	0.0783333333333333
DCDC1	0.9565
VPS26B	0.0447
MTF2	-0.535666666666667
ATP6V1F	-0.23975
CCDC94	-0.2425
PERF15	0.166
CCL11	2.4075
LMO7	1.50975
DCST1	0.402
ADRBK1	0.413125
CDRT4	-0.878625
ZNF84	-0.24075
HOXD8	-0.3305
STARD8	-1.11033333333333
FOXP2	-0.46475
CCDC103	0.31575
POLR3A	0.0429
GSC	-2.9925
ZNF114	-2.93666666666667
HTR7P	-0.284
LALBA	0.363
RMND5A	-0.1185
PSCD2	0.76125
ZNF409	0.483
KRTAP1-3	0.132333333333333
MAF1	0.30425
LOC201725	-0.747666666666667
NRN1	-1.30325
SPAG5	-1.19683333333333
DNAH7	0.508833333333333
FLJ43860	0.3785
BRCA2	-0.09525
ACADM	-1.125
CXXC6	-4.536
RAGE	-2.330375
CHMP2A	0.636
FAM8A1	0.0179
GPR21	0.5355
SLC12A3	-2.80566666666667
FVT1	0.279214285714286
ZDHHC7	-0.33025
FLJ44048	0.58475
SLC44A3	3.93266666666667
SDSL	-0.7815
MMP8	-1.3065
PLA2G12B	2.87616666666667
ACY1	0.673
MT1E	-1.28466666666667
OR4K15	0.3075
TECTB	-0.474
GPR20	1.590375
IRAK2	-0.22725
RFPL3	-0.86325
MYO9A	-0.3435
NARG1L	-0.422083333333333
BLMH	-0.840875
CCDC3	2.7735
C9orf21	-1.15933333333333
KIAA0513	-0.5805
MIER2	-0.46725
PNMA2	-0.775166666666667
SH3BP2	1.2119
ANXA10	-2.34025
RTN2	-0.882
TFB1M	-0.5135
PRPH2	0.9895
C14orf133	-0.3325
GOLGB1	0.503583333333333
IRX4	-1.144
NFKBIL1	-0.371833333333333
C10orf62	-0.54725
APBB3	-0.93875
RPS10	0.5538
LOC728378	-1.3515
TLE3	0.3295
PSMB7	-0.38375
MESDC1	0.5095
SLC6A1	0.975333333333333
OCLN	1.2315
PTTG3	-0.816333333333333
NAGLU	-0.43225
SERTAD4	-1.912125
SPRY1	0.92075
FLJ10781	-1.23008333333333
MYSM1	-0.3665
TRIM4	-0.0460714285714286
SH3YL1	0.721625
TREM2	1.91083333333333
SERPINI1	1.2625
HDHD3	1.9245
TMEM38A	-0.9345
EID2B	-2.547
TDRD3	-0.1195
SEDLP	-0.968
THSD7A	0.237833333333333
NDST3	-2.3585
KLHL15	-0.637333333333333
DHRS12	0.239
FBXO9	-0.742357142857143
TNPO1	-0.102583333333333
MRPL13	0.5105
SNX5	-0.414666666666667
METTL6	-1.35675
SOD1	-0.22125
CHML	-0.7025
PACS1	0.0185
SIRT5	-0.0309
CAPN2	-0.0563333333333333
FXYD5	0.794666666666667
TWISTNB	-0.19825
LRFN1	1.20216666666667
UBE1L	0.761375
UBE1C	-0.6145
OR51B2	-0.08625
OR4D11	0.302
C15orf2	2.858
NR4A1	0.878833333333333
LOC339047	-0.5235
TRIM17	-1.475875
ATP5G3	0.586785714285714
RPL15	-0.6
ADAMTS8	-0.251
HOXC4	0.3395
C14orf37	0.667
CEACAM5	5.79425
MYT1L	-0.0741666666666667
RASA2	0.435
OSBPL7	0.4985
STAG1	-0.415
GIMAP4	3.75566666666667
FUT3	4.82466666666667
PIF1	-1.265375
LPIN2	0.1096
SH3PX3	0.63375
PDP2	0.726
PAPD1	0.2415
ERP27	5.03525
APOOL	0.8609
DIABLO	0.50625
TRHR	0.433875
ARMC9	-1.226125
RNF152	1.2665
SLITRK3	0.6075
ZNF211	-0.3452
PFDN1	0.4195
RGS11	-0.36075
HS6ST1	-0.514
AKR1D1	-2.0665
TNP2	0.114
STK31	1.30216666666667
EML4	0.092
SGTA	-0.0658333333333333
HIST1H2BI	-1.3875
PSMD6	-1.86966666666667
KIAA1257	2.88075
C18orf55	-0.505833333333333
FLJ20273	3.078125
RPL28	0.502833333333333
EPYC	0.550125
NOX3	-0.6925
ELAC1	-0.816
METT11D1	-0.22275
BIN2	0.5375
NACA2	0.316
CCDC17	-0.09975
HM13	-0.000399999999999995
UBOX5	-0.21625
UBE2O	-0.01175
UBL5	-0.23
APOLD1	2.197
C9orf31	-0.0865
TNFSF8	0.0295
ARHGAP29	-0.670875
PROKR2	0.156
PDE5A	0.119833333333333
C6orf12	-0.624
TOM1L1	-0.2185
WHDC1	0.54975
FOXI1	-0.284833333333333
RAB4A	0.3184
TMEM39B	-0.07575
ATPBD1C	-0.77075
FARSA	-0.504833333333333
PLEKHG5	1.4385
CMAS	1.02333333333333
OR7E24	0.252
SLC30A1	0.10875
CDC42EP5	2.94783333333333
PLAC1	-1.7865
KLHL18	0.01725
LBA1	0.0677
TAZ	-0.0645
CRIP2	-1.28925
BTBD11	-1.78766666666667
C16orf72	-0.25
DIO2	0.3011
LRRCC1	0.670833333333333
CCDC136	-1.6735
PRX	-0.63725
RBM5	-0.3217
TMEM85	-0.7435
TUBGCP4	-0.422333333333333
APLN	1.795
CDK7	-0.133666666666667
SSR2	-0.02675
CRELD1	-0.76125
C19orf46	2.366
GAL3ST4	-0.366666666666667
KBTBD10	-1.3985
IL28A	0.00775
WDR27	-1.121
MCM2	-1.05483333333333
SOX14	1.47
FLJ39743	0.9025
KIAA0922	-0.14525
HIPK4	-0.5225
FLJ25758	-0.0105
C16orf57	-0.62525
PDZD2	-0.408125
MCC	-1.565
HHLA3	-0.8176
ID2	-0.89275
C20orf23	2.72041666666667
ZNF688	-0.2795
APOC2	-2.31066666666667
LOC440093	-0.907
FAM50B	0.2835
PWP1	-0.138
DNAH10	1.981
HIST1H2BA	0.94975
GPR56	1.193
METAP2	-0.17325
PAN3	0.702666666666667
STXBP4	-0.646625
PDHX	-0.156
MTA1	0.344666666666667
ZBED4	0.4795
ZNF720	-0.526
CDK2	-1.206375
RHOJ	-0.400375
CDC37	-0.0616666666666667
ZER1	-0.2645
GRK4	-2.82425
PRPH	-0.033
POLR2A	0.305125
OGFOD1	-0.693
NOL5A	0.0465
PHEX	-0.337
FLJ16478	-0.02525
C20orf117	-0.484625
CAMTA2	0.42975
C11orf74	-1.058
DDX17	-0.00475
C5orf27	-0.312875
PLEKHA2	0.114
PDE4DIP	-1.6226
SCN7A	0.124
ZNF559	-2.54033333333333
CXCL10	3.0125
ZMYM4	-0.636833333333333
STK32B	-1.7642
KIAA0888	0.2973
TACR3	0.164
CKAP2L	-1.00675
KIF1A	-1.56866666666667
RSPRY1	0.0515
VCAN	-0.8115
CYP27C1	-0.5305
SYDE1	-1.2155
MED12L	-1.00725
ZDHHC21	1.052
NHS	1.719
TM9SF3	1.876
DDHD1	-0.611125
MAFG	0.29675
BICD2	-0.9703
C14orf119	-0.119333333333333
C14orf43	0.0942857142857143
CDH7	-0.86975
ALKBH5	-0.343357142857143
JUP	1.9395
TMEM41A	0.777666666666667
MAMDC4	-0.409
CBX3	-0.86975
LRRC18	0.00324999999999999
RBMXL2	-0.00399999999999998
PLA2G4D	0.388666666666667
FGF13	-2.353125
KIF3A	-0.331333333333333
PDIA6	-0.4865
DCXR	-0.2055
CASKIN2	-0.3015
EHD1	0.330666666666667
MARCKSL1	0.5435
ZNF496	-0.792333333333333
SCAF1	0.407666666666667
KCTD8	-0.609
TRAF3IP3	-0.296
LSR	2.74025
CXorf1	0.2725
C14orf112	0.295333333333333
EIF2B1	-0.0095
OMP	0.2425
GSTZ1	-0.15875
LOC92017	-0.68625
ISLR2	-0.1115
C12orf36	4.909
GATA2	-2.32966666666667
GABRA5	-2.2925
CELSR2	-1.55771428571429
STAM2	-0.1552
TNAP	-0.496
PTPMT1	-0.4715
GRP	3.8795
SV2A	-1.60766666666667
MAGEA12	-1.4195
CACNG1	-1.966
C18orf19	-0.07675
GSG1	-0.616833333333333
PTPRJ	-0.533214285714286
FRMPD1	0.41
ZNF668	-0.00375
PLEKHJ1	0.49875
ADAT1	-0.9515
TMEM50A	-0.1726
UCN3	0.359
HOOK1	2.578875
IL17B	-1.7495
MLKL	0.922666666666667
TTC14	-1.059
KLHL5	-1.233
CRYL1	1.61583333333333
FOXH1	0.352
NFYB	-0.112375
PPM1G	-0.203
GOLGA2LY1	-0.068
NMT1	-0.405875
HADHA	0.1012
CHSY-2	0.28975
PLEKHF1	0.5875
SAGE1	-3.069
MUSTN1	-0.2035
SUHW4	0.25775
TFEB	1.2425
ZFYVE27	0.51225
ATG12	-0.4875
BMI1	-0.285214285714286
ZIM3	0.26725
MYH4	0.02125
MASP1	-0.70275
KIAA0984	0.82125
RPAP2	-0.4025
ASB5	1.0665
BOLA3	-0.462833333333333
MIA3	-0.103
KRT35	-0.0445
KIR3DL3	0.2345
MRPL51	-0.56875
SEMA3F	0.992833333333333
NDUFB2	0.146166666666667
LOC253012	3.589
FAM46C	-0.2456
G6PC	-2.1405
CSAG3A	-3.84816666666667
PREX1	-1.3105
SLC25A45	-0.057375
MAPKBP1	0.0115
CPE	-2.8788
GNB1	-0.210625
CXCR6	1.2595
TRIM46	-0.7675
C16orf3	0.515
HPSE	0.034375
TIGD3	-0.061
SPG3A	0.224
LCAT	-1.57233333333333
ST6GAL1	-0.220666666666667
POMC	-0.29575
FLJ36031	-0.0155
NSMAF	0.274666666666667
SKIL	0.205
ADSS	-0.0981666666666667
HMGCS1	1.094
POLR3F	-0.0888333333333333
RAB10	0.218
ZNF277P	-1.97875
ZBTB7B	0.291625
DHRS1	0.604875
ABCC13	1.432875
CNOT3	0.334
NFKBIA	0.30225
GAK	1.0115
SFT2D2	0.801333333333333
HOXA6	-0.153
CRTC1	1.08325
LY6D	1.5915
C20orf72	-0.172666666666667
CPT1A	0.9895
LMO1	-2.0045
EIF3I	0.354
PRB4	0.43225
MCM3APAS	-0.5835
C20orf132	-1.5332
FOXF2	-1.71175
S100A12	0.00125
MLH1	-0.980333333333333
ACTN1	0.5087
MRPL36	-0.292333333333333
C20orf106	-1.0875
FBXO6	1.09766666666667
MKS1	-0.577166666666667
CX3CR1	-4.377875
PDE1B	-0.197
PLP1	-3.548
KISS1	0.488666666666667
C14orf2	0.508666666666667
TBC1D3P2	0.24875
COMMD6	0.2326
ANKRD7	-2.3455
PTCHD1	-0.986875
NARS2	0.006
DOCK7	-0.55775
FAM127B	0.25625
LOC390243	0.272333333333333
N6AMT2	0.679
ZNF391	-1.123
DNAJB14	0.264
WRB	-1.235
BPI	-0.124833333333333
TTC4	-0.902166666666666
FAM10A5	-0.1755
GOT1L1	0.3191
MAGED1	-0.090125
RESP18	0.8645
WFDC6	0.36
MT2A	-2.419
C11orf56	1.30375
KIAA1432	0.1065
ROR1	-1.814125
HSD17B14	-0.1365
ZFAND2B	0.623375
SAMD4B	0.488
HEXA	-0.217625
HNRNPU	0.131
USP39	-0.567125
NRD1	-0.4535
R3HDML	0.29625
FLT4	0.259833333333333
OMG	-0.285166666666667
OR52N4	0.219
LOC399818	-0.49925
ELA2	-2.33675
VENTXP1	-0.8875
RFC5	-0.5135
OR52L1	0.3835
PAX5	0.1095
FBXO2	-2.584
GMEB1	0.693
AKT3	-1.59083333333333
CRB1	-1.2905
CTTN	0.711833333333333
UTP15	-0.00716666666666664
HSBP1	-0.0963333333333334
PHF11	0.84225
NDEL1	0.205833333333333
USP8	-0.1465
BAIAP2	-0.340125
SI	0.519166666666667
ARSJ	0.144666666666667
BAAT	-2.80525
KCNS3	1.6915
LOC126147	-0.828333333333333
TMEM37	0.299
C1orf162	1.548
MBD1	-0.8184
ITGAL	-0.416166666666667
WDR73	-0.391666666666667
GKN2	0.538333333333333
ARFGAP1	-0.157
SLC5A8	-1.15566666666667
ZBTB40	-0.0966
CYP4B1	-1.05933333333333
LYPLAL1	-0.03525
CHST3	-1.556
MAP3K9	0.224
BTAF1	-0.641166666666667
TFAP2E	0.1605
RBM35B	1.08875
LOC441251	0.0821666666666667
ANKRD25	-0.452666666666667
UQCRC2	-0.099
MAEA	0.157583333333333
HYAL1	0.4731
RNPEPL1	0.299
CPSF2	-0.5895
PSD3	0.6553
ABCA13	-0.6855
AGR2	3.91475
GBX1	-0.2175
HDLBP	0.678357142857143
ACY3	1.652
HECW1	0.005
ZNF519	-1.15575
HOPX	3.218
ZNF304	-2.27725
OR12D3	0.018
FKSG43	-0.505
METTL1	0.981
MFSD3	0.1618
PSPH	-0.94225
CLCA3	-0.2135
DARS2	-0.044
CDC25A	-0.248166666666667
BAIAP2L1	1.07775
B3GNT5	2.67675
USP29	0.04825
ARHGEF10L	2.0974
ATOX1	-0.969875
ADAM30	-0.00275
DNASE1	0.8455
STT3A	0.465666666666667
RAB6IP1	-1.59575
PTN	0.0352
C1orf106	2.16907692307692
HECA	1.11575
RNF122	-0.18575
SLC22A18AS	0.656333333333333
GNG8	0.148333333333333
ELP4	-0.4035
FAM65A	-0.1045
RPL10A	0.170666666666667
IRS4	0.4355
MACF1	0.0769
SEC24D	0.046
LOC374395	-0.13275
TGFB2	-0.9015
MDFIC	-1.722625
CHRNE	0.6685
PCMTD2	-0.103166666666667
ATP6V0D1	0.43
MTA2	0.59575
LZTR1	-0.845833333333333
RAP1A	-0.4325
AXIN1	-0.046125
POLR1C	-0.142
TRIO	0.139416666666667
PLXNA4A	-0.56925
C5orf33	-0.61325
DEPDC1B	-0.736125
ZNF473	0.183
MTM1	1.1335
GPR107	0.214833333333333
CSNK1A1L	-0.0635
FLJ14154	-0.25625
NLRC4	1.8665
ENPP4	1.73833333333333
PADI3	5.7365
RNF170	-0.1505
CG018	-1.69533333333333
C16orf7	-0.775
KCNE1	-0.1045
NRM	-1.28866666666667
SLC37A3	0.75
TPD52L2	-0.761666666666667
UNC5B	0.614
C12orf12	0.7845
SDHB	-0.33525
CLRN1	0.2545
NUDT10	-2.73816666666667
UGT3A1	-0.11825
FBXW8	-0.171
RHOF	0.81175
PTPLAD1	0.106875
MYO3B	0.256
DERA	-0.01175
TPP2	-0.19325
C19orf53	0.123
GINS3	-0.45425
ST6GALNAC5	-0.3775
CHSY1	-1.3365
MGC15705	0.161
GPR83	0.361166666666667
EXT2	0.25575
DOLK	-0.15075
TUBAL3	3.636
ACVRL1	3.5643
ABL2	-0.47375
C14orf156	-0.376666666666667
PTPRZ1	-4.379375
DIP2C	-1.1155
LAMP1	0.375
RXRA	-0.1314
MAP3K5	1.63175
ALKBH1	0.120833333333333
PDLIM7	-0.32825
ARL14	5.203
SNIP1	-0.637166666666667
TIMP3	-0.229666666666667
RGS3	0.175166666666667
SPAG16	-0.143
ABHD4	-0.2265
ARHGEF12	0.18675
GLUD2	-0.7665
RAC2	-0.7445
UAP1L1	-1.014
SLC18A3	0.3285
YOD1	-1.28858333333333
RALY	0.0695
HMOX2	0.619625
DGKH	0.66075
DBNDD2	1.6415
YIPF4	0.107
THAP10	-0.02075
ZNF513	0.67975
HAGHL	-0.723666666666667
ITGB4	2.02733333333333
CCDC141	-2.139
YTHDF3	0.02825
C5orf28	-0.011
RPL7L1	-0.215125
TMEM30B	1.32792857142857
ANKRD35	0.1965
DUOXA2	5.75225
TBC1D5	-0.993625
DFNB59	-1.431
HRH4	0.51275
MYO6	1.7026
DNAJA4	1.511625
RBM24	-1.2135
CEACAM20	0.147
RBM23	-0.519285714285714
NGFB	0.101
C1orf63	-0.2406
KRTAP7-1	0.223
PERLD1	1.039
NPB	0.204
C17orf59	0.6808
HSPBAP1	-0.38525
SLC15A4	-0.213
PRTFDC1	0.44875
OSMR	-2.38621428571429
CYSLTR2	0.1745
C19orf25	0.6066
KIAA1797	0.3655
NLRP6	0.7985
FAM105B	0.0965
SCRN2	-0.630666666666667
LRRC58	0.2166
RNF17	0.055875
NEIL3	-1.803
FAM137A	-2.44525
SKP2	-2.2995
PARVA	0.967583333333333
PKLR	-0.388
RNF34	0.157875
A3GALT2	0.00175
C12orf50	0.124833333333333
SUNC1	-0.63675
FAM102B	-0.550166666666667
CCT2	0.0505
LRRC37A2	0.081
ARF4	0.066
SIKE	-0.391875
C8orf48	-2.024
MBTPS1	-0.4855
GPSN2	-0.291
NCF2	2.05025
SLC12A6	-0.294833333333333
MRPL48	0.25275
HMGN3	-1.0635
LRRC62	-1.48525
PAX9	-0.65325
FAM55A	6.752
C20orf42	3.74583333333333
SCML2	-1.39033333333333
BCL9	-0.15775
FAM40A	-0.0555
C9orf41	-0.33
ZNF774	0.73
LETM1	0.1165
PLXNB1	0.71
NIPSNAP1	0.00875
USP10	-0.19825
F9	0.5085
LIPE	1.5625
CNGB3	1.466
C12orf52	0.307625
PI4K2A	-0.35875
MED8	-0.365875
STAT4	0.4634
FGD4	1.83983333333333
RNF145	0.1605
WDR32	-0.0484
CLDN2	3.59616666666667
TCEAL8	-0.37525
ZMYND8	0.3121
PDXK	0.40759375
GATAD2A	0.69575
PTGES3	0.2865
CCM2	-0.488
TAP1	1.6385
ZNF670	-0.692
ETS2	3.3055
C6orf166	0.796666666666667
PRMT2	-0.276214285714286
OR4B1	-0.392
INTS8	0.451
CCDC102A	-1.18975
