Hybridization REF	TCGA-A2-A0CP-01A-11R-A034-07
MT1E	0.593333333333333
OR4K15	-0.0785
TECTB	0.381
GPR20	-0.056125
IRAK2	-1.1235
RFPL3	-0.0605714285714285
MYO9A	1.178
NARG1L	-0.086
BLMH	-0.27425
CCDC3	2.9625
C9orf21	-0.1255
KIAA0513	0.273
MIER2	0.35175
PNMA2	-1.10991666666667
SH3BP2	0.1517
ANXA10	-1.48333333333333
RTN2	0.303333333333333
TFB1M	-0.8085
PRPH2	3.58775
C14orf133	0.011
GOLGB1	0.610833333333333
IRX4	0.613375
NFKBIL1	-0.071
C10orf62	-0.231
APBB3	-0.715
RPS10	0.2968
LOC728378	1.27375
TLE3	0.873777777777778
PSMB7	-0.89325
MESDC1	0.0685
SLC6A1	0.652166666666667
OCLN	0.46075
PTTG3	-3.44416666666667
NAGLU	0.0035
SERTAD4	1.901125
SPRY1	1.82
FLJ10781	-0.297416666666667
MYSM1	-0.285
TRIM4	0.555357142857143
SH3YL1	0.981625
TREM2	4.186
SERPINI1	0.56775
HDHD3	-0.00862500000000004
TMEM38A	0.2245
EID2B	-0.4935
TDRD3	0.556166666666667
SEDLP	0.45825
THSD7A	2.41633333333333
NDST3	-1.14225
KLHL15	-0.719363636363636
DHRS12	1.457
FBXO9	-0.212642857142857
TNPO1	-0.591
MRPL13	-0.2975
SNX5	-2.3885
METTL6	-0.297
SOD1	0.045625
CHML	-1.47083333333333
PACS1	1.208375
SIRT5	-0.6403
CAPN2	0.263166666666667
FXYD5	-0.477833333333333
TWISTNB	0.144125
LRFN1	-0.0706666666666667
UBE1L	0.926375
UBE1C	0.00175
OR51B2	-0.19175
OR4D11	0.597
C15orf2	-0.282
NR4A1	0.543166666666667
LOC339047	-1.9545
TRIM17	3.256375
ATP5G3	-0.570857142857143
RPL15	0.0451666666666667
ADAMTS8	0.886
HOXC4	0.352
C14orf37	3.2955
CEACAM5	-2.744375
MYT1L	-0.130166666666667
RASA2	0.35075
OSBPL7	-1.2385
STAG1	-0.0075
GIMAP4	4.71533333333333
FUT3	-0.148666666666667
PIF1	-3.519
LPIN2	0.1408
SH3PX3	0.943
PDP2	-0.68375
PAPD1	-0.29275
ERP27	2.92475
APOOL	-0.4463
DIABLO	0.238
TRHR	0.113125
ARMC9	0.718375
RNF152	2.75
SLITRK3	1.6765
ZNF211	-0.4338
PFDN1	1.01675
RGS11	1.11475
HS6ST1	0.273
AKR1D1	-2.32875
TNP2	0.168333333333333
STK31	0.7955
EML4	-0.867916666666667
SGTA	-0.871
HIST1H2BI	-0.833333333333333
PSMD6	-1.43533333333333
KIAA1257	2.23475
C18orf55	-0.4085
FLJ20273	2.54425
RPL28	0.0365
EPYC	3.54125
NOX3	0.493
ELAC1	0.0255
METT11D1	-1.009
BIN2	-0.658333333333333
NACA2	0.54375
CCDC17	-0.498
HM13	-0.4865
UBOX5	-0.409625
UBE2O	-0.197875
UBL5	0.0995
APOLD1	1.239625
C9orf31	0.24175
TNFSF8	0.5675
ARHGAP29	0.704
PROKR2	-0.3145
PDE5A	0.551333333333333
C6orf12	-0.3215
TOM1L1	0.053
WHDC1	0.16675
FOXI1	0.748
RAB4A	0.1023
TMEM39B	-0.4105
ATPBD1C	-0.94275
FARSA	-0.737166666666667
PLEKHG5	1.04875
CMAS	-0.630166666666667
OR7E24	-0.7475
SLC30A1	-0.58175
CDC42EP5	0.403166666666667
PLAC1	-0.43525
KLHL18	-0.288083333333333
LBA1	0.6321
TAZ	-1.24375
CRIP2	1.7135
BTBD11	-0.7615
C16orf72	0.709
DIO2	1.3185
LRRCC1	0.773166666666667
CCDC136	-2.2035
PRX	0.255
RBM5	-0.0835
TMEM85	0.085625
TUBGCP4	-1.53216666666667
APLN	1.47075
CDK7	0.1555
SSR2	0.457666666666667
CRELD1	-0.558
C19orf46	2.73875
GAL3ST4	-0.157333333333333
KBTBD10	1.08925
IL28A	-0.2215
WDR27	-0.2355
MCM2	-2.026
SOX14	0.283
FLJ39743	-0.142
KIAA0922	-0.150125
HIPK4	-0.0895
FLJ25758	-0.017
C16orf57	-0.984833333333333
PDZD2	2.054875
MCC	1.531875
HHLA3	-0.2605
ID2	0.54625
C20orf23	2.01875
ZNF688	1.63875
APOC2	-2.77633333333333
LOC440093	0.39325
FAM50B	1.73983333333333
PWP1	-0.521
DNAH10	0.019
HIST1H2BA	-0.475333333333333
GPR56	0.967333333333333
METAP2	-0.65475
PAN3	0.870666666666667
STXBP4	0.719875
PDHX	0.05
MTA1	-0.262416666666667
ZBED4	-0.392125
ZNF720	0.6325
CDK2	-2.0515
RHOJ	1.724375
CDC37	-0.758666666666667
ZER1	0.23125
GRK4	1.052
PRPH	-0.1395
POLR2A	0.53325
OGFOD1	-0.81675
NOL5A	-1.50175
PHEX	1.155
FLJ16478	-0.203
C20orf117	-0.42625
CAMTA2	-0.8105
C11orf74	0.865833333333333
DDX17	-0.170916666666667
C5orf27	0.00412500000000002
PLEKHA2	-0.8417
PDE4DIP	-1.0115
SCN7A	0.4405
ZNF559	-1.02666666666667
CXCL10	3.43725
ZMYM4	0.562166666666667
STK32B	0.3068
KIAA0888	-0.1449
TACR3	0.529
CKAP2L	-2.66425
KIF1A	-1.4445
RSPRY1	0.734
VCAN	2.978
CYP27C1	-0.475
SYDE1	-1.6695
MED12L	-0.61025
ZDHHC21	1.56375
NHS	0.5565
TM9SF3	0.4225
DDHD1	-0.0565
MAFG	-0.139333333333333
BICD2	0.0504
C14orf119	0.0506666666666667
C14orf43	0.551
CDH7	-1.2405
ALKBH5	-0.492928571428571
JUP	1.172
TMEM41A	0.2235
MAMDC4	-1.4755
CBX3	-0.89275
LRRC18	-0.15325
RBMXL2	0.345
PLA2G4D	0.4045
FGF13	0.3125
KIF3A	1.87233333333333
PDIA6	-1.263
DCXR	0.3475
CASKIN2	0.506833333333333
EHD1	0.794666666666667
MARCKSL1	0.648666666666667
ZNF496	-0.662666666666667
SCAF1	-0.24
KCTD8	-0.78
TRAF3IP3	0.323714285714286
LSR	1.03925
CXorf1	0.0978333333333334
C14orf112	0.469833333333333
EIF2B1	-0.3035
OMP	0.699
GSTZ1	0.4915
LOC92017	1.7335
ISLR2	1.7695
C12orf36	0.408
GATA2	-1.595
GABRA5	-2.9695
CELSR2	-0.363714285714286
STAM2	0.5947
TNAP	1.7565
PTPMT1	-0.610833333333333
GRP	6.887
SV2A	-1.49983333333333
MAGEA12	-4.5895
CACNG1	3.5235
C18orf19	-0.5015
GSG1	-0.821333333333333
PTPRJ	-0.341928571428571
FRMPD1	0.005
ZNF668	0.633
PLEKHJ1	-0.9415
ADAT1	-1.8032
TMEM50A	0.4164
UCN3	-0.1455
HOOK1	2.23375
IL17B	2.054
MLKL	-1.15266666666667
TTC14	0.740833333333333
KLHL5	0.038625
CRYL1	0.586
FOXH1	-0.5635
NFYB	0.2345
PPM1G	-0.889
GOLGA2LY1	0.013
NMT1	-0.118625
HADHA	0.000200000000000004
CHSY-2	3.317
PLEKHF1	0.652071428571429
SAGE1	-3.3145
MUSTN1	0.38975
SUHW4	1.1985
TFEB	1.2955
ZFYVE27	-0.1825
ATG12	-0.200333333333333
BMI1	0.670928571428571
ZIM3	-0.0406666666666667
MYH4	-0.258666666666667
MASP1	-1.09809090909091
KIAA0984	0.5325
RPAP2	-0.10075
ASB5	-0.24875
BOLA3	-1.0175
MIA3	0.633833333333333
KRT35	0.9595
KIR3DL3	-0.2345
MRPL51	-0.511
SEMA3F	0.162
NDUFB2	-0.1525
LOC253012	2.2025
FAM46C	-1.3315
G6PC	-2.065
CSAG3A	-5.00716666666667
PREX1	1.897
SLC25A45	-0.169625
MAPKBP1	0.7512
CPE	1.4191
GNB1	-0.823625
CXCR6	0.7345
TRIM46	0.163
C16orf3	0.0425
HPSE	-0.816625
TIGD3	-0.525
SPG3A	2.91075
LCAT	-1.35
ST6GAL1	-0.797666666666667
POMC	0.8495
FLJ36031	-1.29066666666667
NSMAF	-0.0135
SKIL	0.841
ADSS	0.55
HMGCS1	-2.2351
POLR3F	-0.687666666666667
RAB10	0.175
ZNF277P	-0.37225
ZBTB7B	0.33475
DHRS1	0.883
ABCC13	4.59914285714286
CNOT3	-0.50275
NFKBIA	1.47525
GAK	-0.145166666666667
SFT2D2	0.3685
HOXA6	-0.079
CRTC1	-0.520125
LY6D	-1.01183333333333
C20orf72	-1.01166666666667
CPT1A	-0.1755
LMO1	-0.846
EIF3I	0.12775
PRB4	-0.130333333333333
MCM3APAS	-1.096
C20orf132	0.0696
FOXF2	-1.18925
S100A12	0.11225
MLH1	-0.502
ACTN1	1.871
MRPL36	-0.7245
C20orf106	-0.11175
FBXO6	0.712333333333333
MKS1	-0.0353333333333333
CX3CR1	-1.118875
PDE1B	1.6865
PLP1	-3.0025
KISS1	-0.0285
C14orf2	-0.319833333333333
TBC1D3P2	-0.87175
COMMD6	1.3801
ANKRD7	-0.82075
PTCHD1	0.212375
NARS2	-0.67625
DOCK7	-0.430375
FAM127B	0.146625
LOC390243	0.197166666666667
N6AMT2	0.95875
ZNF391	-0.9485
DNAJB14	0.706666666666667
WRB	-0.43225
BPI	-0.144083333333333
TTC4	-0.925
FAM10A5	-0.28425
GOT1L1	0.0794
MAGED1	-0.3
RESP18	0.2535
WFDC6	0.0845
MT2A	-0.3435
C11orf56	0.272
KIAA1432	0.283
ROR1	-0.423625
HSD17B14	1.06716666666667
ZFAND2B	-0.14075
SAMD4B	-0.213
HEXA	0.05625
HNRNPU	0.276954545454545
USP39	-0.414875
NRD1	-0.85875
R3HDML	0.51825
FLT4	0.374
OMG	-0.360833333333333
OR52N4	0.394
LOC399818	-0.30325
ELA2	-2.29775
VENTXP1	-0.163
RFC5	-1.778
OR52L1	0.44
PAX5	0.6285
FBXO2	0.514
GMEB1	0.6945
AKT3	0.465833333333333
CRB1	-0.97
CTTN	-0.209833333333333
UTP15	-0.2225
HSBP1	-0.444166666666667
PHF11	1.88925
NDEL1	-0.204333333333333
USP8	0.0305
BAIAP2	0.10925
SI	0.032
ARSJ	0.0561666666666667
BAAT	-2.815
KCNS3	2.422
LOC126147	0.207666666666667
TMEM37	-0.8995
C1orf162	3.1775
MBD1	-0.6108
ITGAL	-0.4245
WDR73	0.238
GKN2	0.6658
ARFGAP1	-1.2015
SLC5A8	-0.1605
ZBTB40	0.363
CYP4B1	3.46283333333333
LYPLAL1	0.0335
CHST3	-0.20825
MAP3K9	0.052
BTAF1	-1.31366666666667
TFAP2E	0.238
RBM35B	0.2975
LOC441251	-0.242833333333333
ANKRD25	-0.135666666666667
UQCRC2	0.2895
MAEA	0.241166666666667
HYAL1	-2.5046
RNPEPL1	-0.0506666666666667
CPSF2	-0.48875
PSD3	0.3214
ABCA13	0.024125
AGR2	0.745375
GBX1	-1.229
HDLBP	0.667071428571429
ACY3	-1.293
HECW1	-0.37775
ZNF519	-1.2585
HOPX	3.512625
ZNF304	1.273625
OR12D3	0.653
FKSG43	-0.14625
METTL1	0.293
MFSD3	0.8028
PSPH	-1.7885
CLCA3	-0.9085
DARS2	-1.81033333333333
CDC25A	-3.3045
BAIAP2L1	-0.879
B3GNT5	0.035
USP29	-0.16825
ARHGEF10L	1.0156
ATOX1	-0.382875
ADAM30	-0.0873333333333333
DNASE1	0.2995
STT3A	0.220666666666667
RAB6IP1	0.1335
PTN	4.6045
C1orf106	-1.19492307692308
HECA	1.46375
RNF122	1.15425
SLC22A18AS	-0.317833333333333
GNG8	0.34
ELP4	-0.3735
FAM65A	0.118
RPL10A	0.228833333333333
IRS4	0.011
MACF1	1.0767
SEC24D	0.741
LOC374395	0.28
TGFB2	0.9275
MDFIC	0.554
CHRNE	0.510333333333333
PCMTD2	0.160166666666667
ATP6V0D1	-0.697
MTA2	0.85025
LZTR1	-1.2415
RAP1A	0.1985
AXIN1	0.093
POLR1C	-0.0995
TRIO	-0.0421666666666666
PLXNA4A	-0.0394166666666667
C5orf33	-0.4065
DEPDC1B	-4.917
ZNF473	-0.608
MTM1	0.238875
GPR107	0.537
CSNK1A1L	0.779833333333333
FLJ14154	-0.7235
NLRC4	3.13025
ENPP4	0.501
PADI3	-0.1405
RNF170	0.37075
CG018	1.413
C16orf7	-0.407
KCNE1	1.34875
NRM	-1.06833333333333
SLC37A3	-0.196642857142857
TPD52L2	-1.41733333333333
UNC5B	3.3145
C12orf12	0.432166666666667
SDHB	-0.65125
CLRN1	0.2935
NUDT10	0.0123333333333333
UGT3A1	-0.17875
FBXW8	-0.183875
RHOF	-1.538625
PTPLAD1	0.224375
MYO3B	0.38
DERA	-0.819
TPP2	-0.603
C19orf53	0.1855
GINS3	-1.86575
ST6GALNAC5	1.487
CHSY1	0.2275
MGC15705	0.5605
GPR83	-0.3184
EXT2	0.3505
DOLK	0.2665
TUBAL3	2.661
ACVRL1	2.426
ABL2	-0.345583333333333
C14orf156	-0.709833333333333
PTPRZ1	-1.3255
DIP2C	0.964
LAMP1	0.766875
RXRA	0.4567
MAP3K5	0.3735
ALKBH1	0.0613333333333333
PDLIM7	0.115625
ARL14	-2.041
SNIP1	-0.239333333333333
TIMP3	3.37266666666667
RGS3	-0.00216666666666667
SPAG16	1.3992
ABHD4	-0.09525
ARHGEF12	0.932909090909091
GLUD2	-0.183
RAC2	-1.1826
UAP1L1	-0.5575
SLC18A3	-0.286
YOD1	-1.00925
RALY	-0.887
HMOX2	0.758875
DGKH	0.2155
DBNDD2	0.946666666666667
YIPF4	0.163
THAP10	-0.97325
ZNF513	0.239
HAGHL	0.353833333333333
ITGB4	1.05966666666667
CCDC141	-1.001
YTHDF3	0.1925
C5orf28	0.12825
RPL7L1	-0.390125
TMEM30B	0.525214285714286
ANKRD35	2.8885
DUOXA2	-0.3005
TBC1D5	-0.20675
DFNB59	0.8545
HRH4	0.546
MYO6	2.4136
DNAJA4	1.840625
RBM24	0.4045
CEACAM20	-0.95125
RBM23	-0.923857142857143
NGFB	-0.2715
C1orf63	-0.5668
KRTAP7-1	0.597
PERLD1	1.972
NPB	-0.1495
C17orf59	1.015
HSPBAP1	-0.1225
SLC15A4	0.290125
PRTFDC1	-0.1215
OSMR	-0.436142857142857
CYSLTR2	-0.203
C19orf25	-0.0322
KIAA1797	-0.276
NLRP6	-0.4525
FAM105B	-0.0639
SCRN2	0.0811666666666667
LRRC58	0.0821
RNF17	0.208
NEIL3	-4.7385
FAM137A	-0.1175
SKP2	-3.4785
PARVA	1.52666666666667
PKLR	-1.81
RNF34	-0.601125
A3GALT2	0.408
C12orf50	0.2648
SUNC1	-1.69425
FAM102B	0.515166666666667
CCT2	-0.98625
LRRC37A2	-0.5945
ARF4	0.8185
SIKE	0.187375
C8orf48	1.4415
MBTPS1	0.0802857142857143
GPSN2	-0.6475
NCF2	2.4215
SLC12A6	0.116833333333333
MRPL48	-0.8085
HMGN3	0.430166666666667
LRRC62	-1.248
PAX9	0.2905
FAM55A	0.3875
C20orf42	-2.19516666666667
SCML2	-1.9705
BCL9	0.48275
FAM40A	-0.2075
C9orf41	-1.048
ZNF774	0.318
LETM1	-1.18625
PLXNB1	0.0963333333333333
NIPSNAP1	-1.025
USP10	-0.983
F9	0.431
LIPE	1.965
CNGB3	-0.4315
C12orf52	-0.837625
PI4K2A	-0.250875
MED8	-0.21425
STAT4	1.0282
FGD4	1.49166666666667
RNF145	-1.36416666666667
WDR32	0.3152
CLDN2	-0.117
TCEAL8	0.7465
ZMYND8	-0.1869
PDXK	-0.72115625
GATAD2A	-0.4595
PTGES3	-0.8125
CCM2	-0.28175
TAP1	0.0965
ZNF670	0.0745
ETS2	0.146214285714286
C6orf166	-0.121666666666667
PRMT2	0.325642857142857
OR4B1	0.4545
INTS8	-0.405
CCDC102A	0.1475
CCDC83	-1.36416666666667
ITGA1	0.5568
EPHA5	-1.595625
FAM24B	-1.517
TSGA10	2.6825
HAL	-2.74983333333333
MYOT	0.8785
SPACA3	0.96175
BCL2L2	-0.035
CUGBP2	0.723166666666667
CCNB3	1.05975
RNF113B	-0.0945
MERTK	0.1345
BAG1	0.46125
VPS36	0.004
ORMDL3	0.6928
C1orf190	1.30275
ZNF625	-0.261
CORO2B	-1.23125
ALOX15	-0.6125
CST1	0.904
NUPR1	2.71766666666667
CCL7	-0.03825
SMCR5	-3.33
DSC2	1.835
RBMS2	0.5115
GRIK4	1.391
TRIM65	-0.3867
TMPRSS6	0.536642857142857
TP53INP2	-0.9175
GLB1L	0.430833333333333
LOC388284	-0.0323333333333333
PUS1	-0.876785714285714
BCL9L	-0.7195
OLFM1	0.183166666666667
RET	-1.087125
MASTL	-2.71083333333333
ALX3	0.54925
IL1RL1	0.768166666666667
ZNF765	-0.55
C14orf138	-0.82075
SNX10	0.0488333333333334
TAC4	0.0995
C1orf64	3.278625
POGK	-0.408375
MAPK9	-0.60125
ZNF366	3.28125
C8orf79	1.6734
CLDN7	1.97575
OR5AT1	0.707
TRIM37	-2.752
LRRC25	2.27325
GRHL2	3.4176
TEKT3	2.75675
LASS5	-1.10983333333333
ABCC4	-1.55941666666667
DLG3	0.272125
VGLL1	1.079125
ZFP36L2	2.81766666666667
MFRP	-0.185333333333333
KIAA1799	0.25125
FLJ44379	0.914
PCNX	0.1245
ANXA9	1.056
CYP4V2	-0.2875
PIK3C2A	0.52875
SRR	0.652
NOL3	-0.5615
IFITM2	1.836
ARNTL2	-2.39025
ZNF595	0.19125
NLRP13	-0.2255
ASPH	0.942
CPA2	0.6615
PVRIG	-1.909
LEPR	0.467333333333333
C16orf42	0.057
SH3BGRL	1.618
FAM77D	0.636166666666667
FNDC7	-0.7805
C9orf6	-0.346
NOTCH2NL	1.04816666666667
PGBD1	-0.3175
SYNGR2	-0.3695
PITPNA	-0.636125
PRPF4B	-1.2264
SLC43A3	-1.73371428571429
NRBP1	-0.553
SLC25A22	0.43225
ILK	0.128
SLC22A8	0.5205
MRPS7	-0.721375
PITX2	-0.3175
FABP3	-0.041125
OR1L1	0.1375
LOC728215	3.176625
BLID	-1.837
KIAA1217	3.36064705882353
TFPT	-0.186
AP4B1	-0.932
VBP1	-1.71825
OR1K1	0.411
MORC3	0.03925
BHMT2	1.11583333333333
C3orf10	0.905625
FZD7	1.957
WFDC10A	-0.7345
PMS2CL	-0.6335
CCDC32	0.928333333333333
FA2H	-2.74275
ALG13	-0.3975
TTLL7	-0.5063
SPOCK3	0.94625
SLC13A2	0.2425
AIM1	1.887
GPRC6A	0.405
EGR2	4.60425
MED11	0.596
WWC1	1.57825
SH3GL3	-4.12925
RIF1	0.267357142857143
PRLH	-0.4835
VLDLR	-1.0345
DBT	0.6198125
C21orf63	0.67975
CGGBP1	-0.665875
KRTAP12-2	-0.058
TADA3L	-0.406375
ZBTB16	3.75925
PDGFB	1.32825
RFX1	0.036625
UQCRB	0.5417
LOC133874	0.061
HPS3	-1.0345
LGALS3BP	0.3353
DKFZP564O0823	1.91607142857143
MRFAP1L1	0.644625
HOXA10	-0.562333333333333
NGB	-0.2395
KIF21A	0.808538461538461
IFLTD1	0.178
LZTS1	0.26925
ARHGEF3	1.22575
RHBDL3	-1.947
CSNK1G2	-0.189416666666667
ChGn	-0.15225
KIAA1244	1.25283333333333
GABRB2	0.3055
MGC72080	-1.771
CD27	3.90275
EGLN1	-1.8504
PEX13	0.5275
RWDD3	0.44375
RNF12	-0.791166666666667
GRIN2B	-0.117
ADAMTS14	-0.429
DYDC2	1.85083333333333
ATP6AP1	0.0631
NR1H2	-0.570666666666667
PDK2	-0.051
C3orf17	-0.2135
SLC38A2	-0.113642857142857
SLC25A29	-0.209833333333333
C15orf29	0.313625
ADAM9	-0.582666666666667
TMUB2	-0.11325
GPR176	-0.8845
AGK	-0.449875
MCCD1	0.43625
NDUFA4	-0.416
TMEM146	0.022
DUSP1	1.567625
UNQ6975	1.704
EMX2OS	4.09825
INSM2	-0.44
LUZP4	-0.1475
SETD6	0.03
P2RY2	2.99575
SLC45A2	-2.2155
RABGAP1	0.904666666666667
UBXD5	-0.010375
GPRC5A	-0.2816
PAK3	1.83866666666667
LOC63920	-0.34375
TGFBR1	0.7672
KRTAP6-3	-0.2355
SFMBT2	-0.22375
CDC42	0.093125
C11orf35	0.1955
TTLL2	0.111
UACA	1.21741666666667
CD97	-1.2966
SETD5	-0.197875
NINJ2	0.44175
PTER	0.601666666666667
POMGNT1	-0.2225
KRTAP4-2	0.0679999999999999
ECGF1	1.1505
HRB	-0.407454545454545
ATP1B2	0.0619
LOC400506	0.5065
COL4A3BP	1.32525
C6orf97	0.7805
GRHPR	0.23775
TAS2R1	-0.746
SEMA7A	-0.87775
EDF1	0.6055
ODF2L	1.0428
PCID2	-0.744666666666667
GTF2H4	-1.01316666666667
ZCCHC3	-0.945625
CGB2	-0.223333333333333
NEUROD1	0.0715
C20orf75	-0.174
RP5-1054A22.3	2.38333333333333
IFNA5	0.2075
ZNF134	0.194583333333333
MGC119295	-1.5718
ZSWIM6	-0.034125
SMEK1	0.334166666666667
PCGF2	-0.0785
C1orf102	2.72425
CYP2A13	0.397
KCNH6	-0.5813
MDM1	0.4177
ALDH7A1	-0.1495
C9orf75	0.661
VDAC3	0.18675
OR51T1	0.663
EIF3F	-0.373
KCNJ10	-0.806125
LENG8	-0.0515
EDEM2	-0.158833333333333
CCNJL	0.5315
DHX37	-0.5055
CRYGN	1.28
AATF	-1.001625
ZNF630	0.506875
E2F5	-0.257
WFDC13	-0.66625
FTSJ3	-0.774
C4orf33	0.8845
LHFPL4	-3.30925
C19orf56	-0.0298333333333333
SMAD4	0.0415
AFM	-0.2325
G0S2	-0.08075
FCHSD2	-0.0296
RRP1B	-1.1268
EEF1B2	-0.261666666666667
STAT6	1.19566666666667
ZNF195	0.06225
GNL1	-0.928166666666667
ZNRF2	1.09566666666667
PER3	0.40875
ASB16	0.314
C10orf10	2.33578571428571
ADCY8	-3.126
C9orf58	-0.995666666666667
ARMC10	-0.191666666666667
PSG1	-1.3585
DHX34	-0.31875
VARS2	-0.544375
NFIC	0.959
ITPR2	0.3615
AGXT2	-0.1945
OR6K3	0.285
H2AFZ	-1.6
MLLT3	0.622333333333333
COX4I2	2.50725
CCNT2	-0.26525
PLK4	-2.722625
NUMBL	-0.731
MED16	-0.3435
PLEKHQ1	1.0665
GOSR1	0.892722222222222
BTG4	-0.0835
RPL30	1.08241666666667
IGSF5	0.61525
IGFL2	3.87183333333333
ELMOD2	0.4915
SHC3	-0.2505
HAVCR1	-0.4795
DYNC2H1	0.622625
RNF5	-0.967
C2orf7	-0.22675
NLF1	0.313
KLHL25	0.38275
LRP10	0.2004
KRI1	-0.26625
PUS7L	-0.491333333333333
MGMT	1.03175
HOXD1	-0.261166666666667
CSH1	-0.0474
ATG16L2	-1.08325
FLJ44635	1.338
CHODL	1.71875
EXOSC8	-1.479
SLC28A1	-0.31
MYO7B	-0.7765
SEH1L	-0.2474
MTNR1A	0.2356
TSPAN5	0.00383333333333332
CDC45L	-4.86383333333333
AMIGO1	-0.5235
ATAD3A	-1.342125
OSGIN2	0.283333333333333
PDIK1L	0.296333333333333
DARC	4.52675
PIPSL	0.5295
SHMT1	-0.6575
CRISP3	1.9105
POPDC2	2.5835
ZRANB2	-0.4725
FBXL8	-0.45375
TRIP13	-3.32454545454545
EIF5AL1	-0.8305
POU5F1P3	-5.17283333333333
IL6	-0.699833333333333
CXorf38	-0.307666666666667
IFNA16	0.617
FBXL2	2.3245
BRD1	-0.13575
STATH	0.25775
FBXO44	0.392833333333333
MCCC2	0.16375
CDC2	-3.5147
C5orf23	0.59725
IVD	0.199166666666667
C10orf122	-0.8335
MSL3L1	0.2582
MVP	1.516
EPOR	-1.1327
ZMYM1	-0.436333333333333
BCL7C	0.928333333333333
PSTPIP2	1.3883
LYPD1	-0.16375
OR8G5	-0.14
ZP3	-0.246333333333333
BCAS4	0.339583333333333
EDG6	1.62475
ISY1	-0.42175
PRAMEF2	-1.05925
CUL1	-0.647625
RNF213	0.4271
CCRK	1.0825
DHX9	-0.588125
C13orf29	-0.245
NCKAP1	0.487166666666667
MRPL43	0.525785714285714
XPR1	-0.1805
PKN2	0.7379
PODNL1	1.0005
ZNF333	0.3915
DALRD3	1.1015
OPN1SW	-0.078
BTBD6	0.517
C11orf82	-2.96
OR5P3	0.321
DUSP11	0.2635
L1CAM	-2.02122222222222
NEK11	1.94333333333333
OR7E91P	1.549
CNTN3	2.5335
CREB3L2	0.10875
ZBTB37	0.1495
KIAA1324L	0.5245
NDUFB10	0.843666666666667
NUDT2	0.45775
GTPBP8	-0.15325
CACNA1D	2.26225
PRKAA2	-1.545
PRDM8	0.263
MGC16075	-0.326333333333333
KRT14	2.3165
PP8961	0.36425
MRPL18	-0.04325
ABCG2	-1.50575
PACRG	2.416
BBS2	0.05875
KREMEN2	-1.6955
FBXO21	1.00375
HNRPUL1	-0.107583333333333
GRB10	-0.09125
CLSTN1	0.55675
LMAN2	-0.6325
C17orf61	1.149
NIPSNAP3A	1.2535
INSIG2	-1.65416666666667
PCDHB7	1.08816666666667
STXBP2	-0.6255
CMAH	1.40181818181818
SEMA5B	-0.38925
ZNF155	-0.408666666666667
COQ6	-0.127833333333333
PRPF4	0.2495
TSPAN15	2.8987
VN1R5	0.338
LATS2	1.89275
SELK	0.31875
PGK2	-0.114333333333333
MS4A1	-0.705125
TYW3	0.00460000000000002
KRTAP5-1	-0.2195
RCCD1	-2.18933333333333
BTN1A1	0.183
DDX28	-0.052
TMEM65	0.925125
LOC92345	0.2495
TTC31	-0.65
WDR46	-0.716833333333333
CHP2	-1.50333333333333
LSP1	0.63225
ZNF542	0.3725
EXOSC1	-0.11575
ARHGAP18	-0.130833333333333
LRRTM4	-0.786285714285714
MAOB	4.89358333333333
CACNB4	0.4115
MGC33846	0.976
RANBP3L	2.32075
ATP5L	0.323
ONECUT1	-2.791
NUDT9	0.66925
TMEM149	0.3735
STX17	1.12375
IGSF10	-1.612
TMPRSS9	-0.037
BMPR2	1.23191666666667
ALLC	0.01725
KLF7	1.412125
GCC1	0.5416
TIMM9	-0.36475
CDO1	1.88283333333333
MGC10701	0.2155
IFI6	1.077
FRMD8	0.73475
MGAT2	0.228
WBP5	0.336166666666667
CNIH2	-0.65
KIAA0907	-1.4622
KCNH8	0.7745
CTSG	2.18575
GRIK1	1.79433333333333
CUL5	1.1825
FRMD1	1.007
OR9A4	0.874
SYT6	-1.32325
FOXD4L2	1.4
ANAPC2	-0.931
OPN5	0.3695
TAF13	-0.29425
LYG2	-0.4905
GGNBP1	-0.191
C11orf40	0.00700000000000001
OTX2	-1.1855
REG4	-0.393833333333333
EIF5	-0.9585625
PALB2	-0.13375
SEPSECS	-0.1083
RNASE3	-0.145666666666667
TRIM49	-2.785
POLR2K	0.4701
GPR42	0.1755
C8B	-3.29
SASS6	-0.393
PREB	-0.581
OR3A3	0.3945
TUBA8	0.663
IGLV2-14	-0.98
STIL	-3.57725
ANKFN1	-1.19033333333333
NME7	-0.383
HOXC12	4.60425
UBE2C	-2.923125
FHOD1	-0.894
CDK2AP1	0.241666666666667
OR6K2	0.21475
DHPS	-0.7575
RPL5	0.0173333333333333
TRGV5	0.081
LOC541472	0.75775
HCCS	-0.646777777777778
DENND1B	1.0925
LHX3	0.264
OR5D16	0.998
CXorf57	-1.55716666666667
IRF2BP1	0.6825
NDST2	0.7515
LCE3D	0.458
BOLL	0.384375
SYT3	-1.50425
PIH1D2	1.322
C20orf7	-0.676333333333333
IL1R2	0.0118333333333333
SLAMF9	2.403
PPME1	0.199
PIK3CA	0.5675
TRAPPC1	-0.0445
COLEC10	-0.916
SLC9A6	-0.910666666666667
PDDC1	0.18675
CCDC53	0.76775
GK3P	-1.71
DAZL	-1.13175
BRI3	0.027
SDK1	-0.920625
CYP2C18	-0.0595
IFI44L	2.922875
RPL3L	0.896
FUT9	2.65816666666667
