Hybridization REF	TCGA-A8-A08C-01A-11R-A00Z-07
DDHD1	-0.99625
MAFG	-0.265916666666667
BICD2	-0.0317
C14orf119	-0.0353333333333333
C14orf43	0.362642857142857
CDH7	-0.80025
ALKBH5	-0.0547857142857143
JUP	0.999125
TMEM41A	0.899166666666667
MAMDC4	-1.27966666666667
CBX3	-0.4305
LRRC18	0.173
RBMXL2	-0.339666666666667
PLA2G4D	0.760166666666667
FGF13	0.237875
KIF3A	0.112666666666667
PDIA6	-1.3495
DCXR	0.54
CASKIN2	0.236083333333333
EHD1	0.201666666666667
MARCKSL1	0.289166666666667
ZNF496	0.467666666666667
SCAF1	0.348166666666667
KCTD8	-1.68425
TRAF3IP3	-0.1185
LSR	0.94125
CXorf1	-0.2752
C14orf112	0.197
EIF2B1	0.00800000000000001
OMP	0.0735
GSTZ1	0.8695
LOC92017	0.94
ISLR2	0.173
C12orf36	0.707
GATA2	-0.904166666666666
GABRA5	-2.56
CELSR2	-0.289714285714286
STAM2	0.7244
TNAP	-0.82
PTPMT1	-0.984666666666667
GRP	7.96225
SV2A	-1.69816666666667
MAGEA12	-4.1935
CACNG1	-1.436
C18orf19	-0.6245
GSG1	-0.834333333333333
PTPRJ	-1.61578571428571
FRMPD1	0.0695
ZNF668	0.41375
PLEKHJ1	-0.9295
ADAT1	-0.5529
TMEM50A	0.5541
UCN3	0.247
HOOK1	1.82
IL17B	-1.562
MLKL	-0.7175
TTC14	-0.414333333333333
KLHL5	-0.243
CRYL1	0.521333333333333
FOXH1	0.0545
NFYB	-0.27875
PPM1G	-0.643
GOLGA2LY1	-1.28
NMT1	-0.39425
HADHA	-0.1144
CHSY-2	1.605
PLEKHF1	-0.0518571428571429
SAGE1	-2.944
MUSTN1	0.232
SUHW4	1.32675
TFEB	1.29783333333333
ZFYVE27	-0.30925
ATG12	-0.2305
BMI1	1.61507142857143
ZIM3	0.102333333333333
MYH4	-0.3045
MASP1	-1.11581818181818
KIAA0984	1.0655
RPAP2	-0.42125
ASB5	-0.178
BOLA3	-1.31566666666667
MIA3	2.1465
KRT35	0.522
KIR3DL3	-0.457
MRPL51	-0.89525
SEMA3F	1.26
NDUFB2	0.232
LOC253012	-0.000750000000000001
FAM46C	-1.6098
G6PC	-2.007125
CSAG3A	-4.39116666666667
PREX1	2.6165
SLC25A45	0.3675
MAPKBP1	0.3686
CPE	-1.2483
GNB1	-0.0705
CXCR6	2.118
TRIM46	1.2145
C16orf3	0.264166666666667
HPSE	0.290625
TIGD3	0.7305
SPG3A	0.51
LCAT	-2.21733333333333
ST6GAL1	-0.207444444444444
POMC	-0.12025
FLJ36031	-0.252666666666667
NSMAF	-0.389666666666667
SKIL	0.6945
ADSS	0.789666666666667
HMGCS1	-2.5
POLR3F	-0.372166666666667
RAB10	0.080875
ZNF277P	-0.53325
ZBTB7B	1.520625
DHRS1	0.824375
ABCC13	2.192875
CNOT3	0.03675
NFKBIA	0.70625
GAK	0.649166666666667
SFT2D2	1.04933333333333
HOXA6	-0.4395
CRTC1	0.66425
LY6D	-1.25466666666667
C20orf72	-0.887
CPT1A	0.34075
LMO1	-1.951
EIF3I	-0.16575
PRB4	0.17425
MCM3APAS	-1.15475
C20orf132	0.98
FOXF2	-3.089
S100A12	-0.2155
MLH1	0.339
ACTN1	0.2686
MRPL36	-0.931
C20orf106	-1.392
FBXO6	2.02483333333333
MKS1	-0.229333333333333
CX3CR1	-1.315625
PDE1B	1.3615
PLP1	-3.73075
KISS1	-0.163166666666667
C14orf2	-0.3005
TBC1D3P2	-0.7925
COMMD6	1.3213
ANKRD7	-2.0145
PTCHD1	-2.3455
NARS2	-0.331
DOCK7	-1.167125
FAM127B	-0.418875
LOC390243	0.237166666666667
N6AMT2	1.069
ZNF391	0.418
DNAJB14	0.133333333333333
WRB	0.18475
BPI	-0.261083333333333
TTC4	-0.332166666666667
FAM10A5	-0.13475
GOT1L1	0.399111111111111
MAGED1	0.315
RESP18	0.41475
WFDC6	1.28225
MT2A	-2.262
C11orf56	0.3025
KIAA1432	0.451
ROR1	-1.724375
HSD17B14	0.805166666666667
ZFAND2B	0.58325
SAMD4B	0.69125
HEXA	-0.407875
HNRNPU	0.245045454545455
USP39	-0.190625
NRD1	-0.47525
R3HDML	0.295
FLT4	0.509333333333333
OMG	-0.303666666666667
OR52N4	0.8225
LOC399818	-0.83675
ELA2	-1.68275
VENTXP1	-0.091
RFC5	-1.997
OR52L1	-0.0055
PAX5	0.3025
FBXO2	-0.8515
GMEB1	0.256
AKT3	-1.47533333333333
CRB1	0.9268
CTTN	0.265666666666667
UTP15	-0.0171666666666667
HSBP1	-0.792416666666667
PHF11	1.87975
NDEL1	0.5375
USP8	-0.151
BAIAP2	0.261875
SI	0.5076
ARSJ	-1.47616666666667
BAAT	-3.13875
KCNS3	3.98416666666667
LOC126147	-0.291166666666667
TMEM37	-0.18225
C1orf162	3.15283333333333
MBD1	0.6749
ITGAL	0.967666666666667
WDR73	0.0168333333333333
GKN2	0.241
ARFGAP1	-0.990875
SLC5A8	-1.0856
ZBTB40	0.0745
CYP4B1	-0.288833333333333
LYPLAL1	1.21575
CHST3	-1.36175
MAP3K9	0.5945
BTAF1	-0.841
TFAP2E	0.23
RBM35B	-0.2445
LOC441251	0.2755
ANKRD25	-1.11316666666667
UQCRC2	0.44
MAEA	0.341666666666667
HYAL1	-2.84
RNPEPL1	0.338
CPSF2	-0.350875
PSD3	2.0745
ABCA13	-1.13825
AGR2	-2.014
GBX1	-0.709
HDLBP	0.713714285714286
ACY3	-0.6665
HECW1	-1.108
ZNF519	-1.0285
HOPX	2.37625
ZNF304	0.812125
OR12D3	0.634
FKSG43	0.26475
METTL1	0.286625
MFSD3	1.4202
PSPH	-1.193
CLCA3	0.2575
DARS2	0.405833333333333
CDC25A	-2.78466666666667
BAIAP2L1	0.06625
B3GNT5	-1.172375
USP29	0.787
ARHGEF10L	0.1099
ATOX1	-0.4925
ADAM30	0.299
DNASE1	-0.77425
STT3A	-0.0415833333333333
RAB6IP1	-0.2215
PTN	-1.2702
C1orf106	-2.67276923076923
HECA	1.60025
RNF122	-0.835
SLC22A18AS	-0.275666666666667
GNG8	0.311833333333333
ELP4	-0.32125
FAM65A	0.261833333333333
RPL10A	0.643833333333333
IRS4	-0.0715
MACF1	-0.193
SEC24D	0.52425
LOC374395	0.629
TGFB2	3.4095
MDFIC	-0.062875
CHRNE	0.548166666666667
PCMTD2	-0.0393333333333334
ATP6V0D1	-0.240666666666667
MTA2	-0.62325
LZTR1	-0.361
RAP1A	0.0793333333333333
AXIN1	0.88725
POLR1C	0.6045
TRIO	0.786833333333333
PLXNA4A	-0.682
C5orf33	0.2165
DEPDC1B	-4.01325
ZNF473	0.344166666666667
MTM1	0.7265
GPR107	0.922666666666667
CSNK1A1L	0.1315
FLJ14154	0.90475
NLRC4	4.063
ENPP4	1.84533333333333
PADI3	-0.751
RNF170	0.58675
CG018	0.953333333333333
C16orf7	-0.49975
KCNE1	-0.463
NRM	-1.40016666666667
SLC37A3	0.150142857142857
TPD52L2	-1.12666666666667
UNC5B	2.423
C12orf12	0.2475
SDHB	-0.56375
CLRN1	0.6685
NUDT10	-2.2215
UGT3A1	0.2875
FBXW8	0.73825
RHOF	-0.903625
PTPLAD1	-0.573
MYO3B	4.34825
DERA	-1.134
TPP2	-0.44825
C19orf53	-0.385833333333333
GINS3	-1.843375
ST6GALNAC5	-0.5725
CHSY1	0.0575
MGC15705	0.2825
GPR83	0.2708
EXT2	-0.634375
DOLK	0.813
TUBAL3	-1.39975
ACVRL1	2.0531
ABL2	0.244416666666667
C14orf156	-1.15783333333333
PTPRZ1	-5.04375
DIP2C	0.012375
LAMP1	0.712125
RXRA	-0.3807
MAP3K5	0.90275
ALKBH1	0.110666666666667
PDLIM7	-0.330375
ARL14	-2.3955
SNIP1	-0.0775
TIMP3	1.90958333333333
RGS3	0.269166666666667
SPAG16	0.8827
ABHD4	0.0745
ARHGEF12	1.01641666666667
GLUD2	-0.481
RAC2	-1.2205
UAP1L1	0.1215
SLC18A3	-0.1455
YOD1	-1.92341666666667
RALY	-0.47075
HMOX2	0.892
DGKH	-0.17175
DBNDD2	2.24683333333333
YIPF4	0.290125
THAP10	0.105
ZNF513	0.86
HAGHL	1.4035
ITGB4	1.45933333333333
CCDC141	-1.997
YTHDF3	0.52125
C5orf28	0.22675
RPL7L1	0.020875
TMEM30B	1.31064285714286
ANKRD35	0.1855
DUOXA2	0.12175
TBC1D5	0.70575
DFNB59	0.4885
HRH4	0.261
MYO6	3.9427
DNAJA4	0.695125
RBM24	0.285625
CEACAM20	-1.49925
RBM23	0.437642857142857
NGFB	-0.242
C1orf63	-1.0427
KRTAP7-1	-0.017
PERLD1	1.292
NPB	0.17
C17orf59	0.8783
HSPBAP1	0.2605
SLC15A4	-0.446
PRTFDC1	-1.43275
OSMR	-1.06114285714286
CYSLTR2	-0.8065
C19orf25	0.5863
KIAA1797	0.3145
NLRP6	2.0865
FAM105B	-0.418
SCRN2	0.2625
LRRC58	0.2557
RNF17	-0.109375
NEIL3	-3.6405
FAM137A	-2.364
SKP2	-3.45475
PARVA	0.920916666666667
PKLR	-1.98
RNF34	0.078625
A3GALT2	0.116
C12orf50	-0.590666666666667
SUNC1	-0.82
FAM102B	-0.0633333333333333
CCT2	-1.34075
LRRC37A2	-0.1995
ARF4	1.3145
SIKE	-0.7765
C8orf48	1.872
MBTPS1	-0.416571428571428
GPSN2	0.111
NCF2	1.67075
SLC12A6	0.00383333333333334
MRPL48	-0.42975
HMGN3	-0.407166666666667
LRRC62	-1.285
PAX9	-2.685875
FAM55A	-0.023
C20orf42	-2.75183333333333
SCML2	-1.48833333333333
BCL9	1.185
FAM40A	0.10975
C9orf41	-0.184833333333333
ZNF774	0.5825
LETM1	-0.9365
PLXNB1	1.04766666666667
NIPSNAP1	-0.027875
USP10	-1.3945
F9	0.5315
LIPE	1.95425
CNGB3	null
C12orf52	-0.034875
PI4K2A	0.09375
MED8	-0.334875
STAT4	0.0531
FGD4	-1.25233333333333
RNF145	-2.62533333333333
WDR32	0.7632
CLDN2	0.321333333333333
TCEAL8	0.5475
ZMYND8	-0.6251
PDXK	-0.32290625
GATAD2A	-1.047
PTGES3	-0.72
CCM2	-0.178
TAP1	1.38325
ZNF670	0.25975
ETS2	-1.28
C6orf166	-0.251833333333333
PRMT2	0.0724285714285714
OR4B1	0.4685
INTS8	0.0595
CCDC102A	0.38
CCDC83	-2.8045
ITGA1	-0.5176
EPHA5	-1.9571
FAM24B	-1.659
TSGA10	3.37075
HAL	-1.99433333333333
MYOT	0.166
SPACA3	-0.3395
BCL2L2	-0.209666666666667
CUGBP2	-1.06716666666667
CCNB3	2.106
RNF113B	-0.101
MERTK	-0.3475
BAG1	1.77875
VPS36	0.391
ORMDL3	0.6516
C1orf190	-0.49925
ZNF625	-0.20325
CORO2B	-2.14025
ALOX15	-0.313
CST1	2.997
NUPR1	2.37866666666667
CCL7	0.334
SMCR5	-2.6455
DSC2	-0.4725
RBMS2	0.2285
GRIK4	1.1645
TRIM65	-0.07
TMPRSS6	1.53678571428571
TP53INP2	-0.464
GLB1L	1.81833333333333
LOC388284	0.946666666666667
PUS1	-0.422857142857143
BCL9L	0.3325
OLFM1	-1.11891666666667
RET	-1.922375
MASTL	-2.24833333333333
ALX3	1.551
IL1RL1	-0.00499999999999999
ZNF765	-1.2968
C14orf138	-0.7
SNX10	-1.82083333333333
TAC4	0.435
C1orf64	3.28725
POGK	1.368875
MAPK9	1.0275
ZNF366	3.0425
C8orf79	3.3131
CLDN7	2.6285
OR5AT1	-0.0195
TRIM37	-2.2415
LRRC25	2.195
GRHL2	2.5148
TEKT3	2.65525
LASS5	0.199166666666667
ABCC4	-2.45491666666667
DLG3	0.319375
VGLL1	-0.593142857142857
ZFP36L2	-0.512333333333333
MFRP	0.0721666666666667
KIAA1799	0.87625
FLJ44379	1.734
PCNX	-0.71925
ANXA9	1.012
CYP4V2	1.3575
PIK3C2A	-0.59425
SRR	0.251
NOL3	-0.4475
IFITM2	1.544
ARNTL2	-2.5765
ZNF595	0.41175
NLRP13	-0.6235
ASPH	-0.69575
CPA2	-0.361
PVRIG	-1.685
LEPR	-1.81333333333333
C16orf42	1.39883333333333
SH3BGRL	2.20725
FAM77D	-0.319666666666667
FNDC7	0.886
C9orf6	0.271666666666667
NOTCH2NL	1.21933333333333
PGBD1	-1.01233333333333
SYNGR2	1.29016666666667
PITPNA	0.2055
PRPF4B	-0.7083
SLC43A3	-1.66635714285714
NRBP1	-0.06725
SLC25A22	0.513
ILK	0.0355
SLC22A8	0.7592
MRPS7	-0.757125
PITX2	-1.535
FABP3	0.308
OR1L1	0.6495
LOC728215	-1.364125
BLID	-2.556
KIAA1217	2.09229411764706
TFPT	-0.159
AP4B1	-0.732
VBP1	-1.60975
OR1K1	0.5935
MORC3	0.418
BHMT2	-1.04766666666667
C3orf10	0.7995
FZD7	-0.3405
WFDC10A	0.2445
PMS2CL	-0.2335
CCDC32	0.4795
FA2H	-1.785
ALG13	0.469
TTLL7	-1.90066666666667
SPOCK3	-0.0496666666666667
SLC13A2	0.968
AIM1	-2.428
GPRC6A	0.088
EGR2	1.90575
MED11	0.759
WWC1	0.5475
SH3GL3	-4.3245
RIF1	-0.916142857142857
PRLH	-0.0245
VLDLR	-3.2385
DBT	0.329625
C21orf63	0.73675
CGGBP1	-0.079625
KRTAP12-2	0.217
TADA3L	0.220875
ZBTB16	2.95625
PDGFB	0.659125
RFX1	0.583875
UQCRB	0.2873
LOC133874	-0.384
HPS3	-2.367
LGALS3BP	0.4669
DKFZP564O0823	0.792142857142857
MRFAP1L1	0.138125
HOXA10	-1.75383333333333
NGB	0.792
KIF21A	-0.822846153846154
IFLTD1	0.79
LZTS1	-0.872375
ARHGEF3	1.18925
RHBDL3	-2.529
CSNK1G2	0.120333333333333
ChGn	-1.485875
KIAA1244	3.13133333333333
GABRB2	0.2025
MGC72080	-1.7545
CD27	2.388
EGLN1	-0.6634
PEX13	0.2425
RWDD3	0.3425
RNF12	-0.6375
GRIN2B	0.0565
ADAMTS14	-0.367125
DYDC2	1.74616666666667
ATP6AP1	0.5154
NR1H2	0.300833333333333
PDK2	0.96025
C3orf17	0.009
SLC38A2	-0.705285714285714
SLC25A29	0.113333333333333
C15orf29	0.709625
ADAM9	-1.17683333333333
TMUB2	0.349875
GPR176	-0.4815
AGK	-0.12875
MCCD1	0.282
NDUFA4	-0.1665
TMEM146	-0.411
DUSP1	-0.82625
UNQ6975	0.683
EMX2OS	3.08425
INSM2	0.023
LUZP4	-0.00975000000000001
SETD6	-0.85825
P2RY2	-0.435
SLC45A2	-2.216
RABGAP1	0.388
UBXD5	1.035625
GPRC5A	0.1016
PAK3	-1.479
LOC63920	0.0055
TGFBR1	0.5244
KRTAP6-3	0.0485
SFMBT2	-0.36625
CDC42	-0.5028125
C11orf35	1.5075
TTLL2	-0.032
UACA	0.2695
CD97	-1.2418
SETD5	-0.014875
NINJ2	-0.6125
PTER	0.697
POMGNT1	0.75225
KRTAP4-2	-0.2535
ECGF1	2.71775
HRB	-0.337272727272727
ATP1B2	-0.0801
LOC400506	0.74875
COL4A3BP	0.14525
C6orf97	3.552
GRHPR	0.7735
TAS2R1	0.395
SEMA7A	-1.22225
EDF1	0.3595
ODF2L	0.1319
PCID2	-1.11083333333333
GTF2H4	0.305333333333333
ZCCHC3	-0.7345
CGB2	-0.176833333333333
NEUROD1	-0.112
C20orf75	0.506
RP5-1054A22.3	1.39283333333333
IFNA5	2.2885
ZNF134	0.405416666666667
MGC119295	-0.1627
ZSWIM6	-0.296125
SMEK1	-0.378333333333333
PCGF2	0.58
C1orf102	3.538
CYP2A13	1.7905
KCNH6	-0.8394
MDM1	0.1282
ALDH7A1	-1.1485
C9orf75	2.22625
VDAC3	-0.455375
OR51T1	0.51
EIF3F	-0.384333333333333
KCNJ10	-0.713375
LENG8	0.197
EDEM2	-0.181666666666667
CCNJL	-1.4645
DHX37	-0.86
CRYGN	0.908
AATF	-0.602
ZNF630	1.54825
E2F5	0.671
WFDC13	-0.3615
FTSJ3	-1.03966666666667
C4orf33	0.15875
LHFPL4	-3.49025
C19orf56	-0.21425
SMAD4	0.547125
AFM	-0.4185
G0S2	-0.2195
FCHSD2	-0.1101
RRP1B	-1.537
EEF1B2	-0.0676666666666667
STAT6	0.4745
ZNF195	-0.78625
GNL1	-0.234333333333333
ZNRF2	1.0395
PER3	0.002
ASB16	0.41775
C10orf10	0.178214285714286
ADCY8	-3.057
C9orf58	-2.0525
ARMC10	0.639
PSG1	-1.7555
DHX34	-0.02525
VARS2	0.01925
NFIC	1.2695
ITPR2	-0.50675
AGXT2	0.600833333333333
OR6K3	0.859
H2AFZ	-1.58116666666667
MLLT3	0.910833333333333
COX4I2	2.22425
CCNT2	-0.063375
PLK4	-2.649375
NUMBL	0.404333333333333
MED16	0.20825
PLEKHQ1	0.65075
GOSR1	0.400444444444444
BTG4	-0.28225
RPL30	0.9985
IGSF5	-0.0625
IGFL2	0.136333333333333
ELMOD2	1.4095
SHC3	-0.851
HAVCR1	-0.457
DYNC2H1	0.165875
RNF5	0.188166666666667
C2orf7	-0.7005
NLF1	1.485
KLHL25	-0.37325
LRP10	1.3709
KRI1	-0.0255
PUS7L	-0.185333333333333
MGMT	1.0595
HOXD1	-1.182
CSH1	0.0404
ATG16L2	-2.0845
FLJ44635	0.7845
CHODL	-0.5895
EXOSC8	-1.868
SLC28A1	-0.236
MYO7B	-0.542333333333333
SEH1L	0.4599
MTNR1A	0.610666666666667
TSPAN5	-0.963666666666667
CDC45L	-4.22233333333333
AMIGO1	0.5165
ATAD3A	-1.250625
OSGIN2	1.14933333333333
PDIK1L	0.344
DARC	2.599125
PIPSL	0.772
SHMT1	-0.73775
CRISP3	1.025
POPDC2	1.8445
ZRANB2	-0.829833333333333
FBXL8	1.0225
TRIP13	-3.14990909090909
EIF5AL1	-0.711
POU5F1P3	-4.45933333333333
IL6	-3.19916666666667
CXorf38	-0.733166666666667
IFNA16	0.3405
FBXL2	2.35433333333333
BRD1	0.202
STATH	0.38575
FBXO44	-0.337166666666667
MCCC2	0.2155
CDC2	-2.4845
C5orf23	-2.58725
IVD	0.906333333333333
C10orf122	-1.62075
MSL3L1	-0.3154
MVP	1.6005
EPOR	-0.2677
ZMYM1	-0.293333333333333
BCL7C	1.17366666666667
PSTPIP2	1.7074
LYPD1	-2.702625
OR8G5	-0.2925
ZP3	1.42333333333333
BCAS4	-0.0273333333333333
EDG6	1.23725
ISY1	-0.052
PRAMEF2	-1.622
CUL1	-0.201875
RNF213	0.5973
CCRK	2.61425
DHX9	-0.191125
C13orf29	0.12525
NCKAP1	1.96016666666667
MRPL43	0.894214285714286
XPR1	0.45825
PKN2	0.6179
PODNL1	0.693
ZNF333	0.294375
DALRD3	2.40325
OPN1SW	0.3475
BTBD6	0.63025
C11orf82	-2.325
OR5P3	-1.054
DUSP11	-0.14675
L1CAM	-1.6275
NEK11	3.6425
OR7E91P	1.579
CNTN3	4.0449
CREB3L2	0.757
ZBTB37	1.1435
KIAA1324L	-2.9375
NDUFB10	0.688
NUDT2	0.56325
GTPBP8	-0.73825
CACNA1D	2.317125
PRKAA2	0.309333333333333
PRDM8	0.3745
MGC16075	-1.46783333333333
KRT14	-1.75257142857143
PP8961	0.973
MRPL18	0.01675
ABCG2	-2.74375
PACRG	1.8205
BBS2	-0.01975
KREMEN2	0.8265
FBXO21	0.5395
HNRPUL1	0.15475
GRB10	-0.62925
CLSTN1	1.089
LMAN2	0.1403
C17orf61	-0.0225
NIPSNAP3A	0.80275
INSIG2	-1.63666666666667
PCDHB7	-0.3455
STXBP2	1.136125
CMAH	-0.6155
SEMA5B	-1.02375
ZNF155	0.3625
COQ6	0.201166666666667
PRPF4	-0.3575
TSPAN15	1.7045
VN1R5	-0.3305
LATS2	-0.576
SELK	0.25325
PGK2	-0.08975
MS4A1	-1.87725
TYW3	-0.0296
KRTAP5-1	1.18575
RCCD1	-1.5055
BTN1A1	0.55675
DDX28	-0.79325
TMEM65	-0.849625
LOC92345	0.12075
TTC31	-0.49375
WDR46	-0.414833333333333
CHP2	-1.541
LSP1	0.07425
ZNF542	0.5905
EXOSC1	-0.25325
ARHGAP18	0.2
LRRTM4	-0.819375
MAOB	0.9415
CACNB4	-2.43125
MGC33846	0.929125
RANBP3L	1.763
ATP5L	-0.420625
ONECUT1	-3.047
NUDT9	0.7755
TMEM149	-2.655
STX17	0.6735
IGSF10	-4.498
TMPRSS9	0.5475
BMPR2	0.903583333333334
ALLC	0.17125
KLF7	-0.25775
GCC1	1.0511
TIMM9	-0.18175
CDO1	-0.0698333333333333
MGC10701	-0.570166666666667
IFI6	0.913333333333333
FRMD8	0.3695
MGAT2	-0.3495
WBP5	-0.00133333333333333
CNIH2	0.6885
KIAA0907	-0.9152
KCNH8	-1.4955
CTSG	-2.8915
GRIK1	2.40333333333333
CUL5	0.595875
FRMD1	0.436
OR9A4	-0.2785
SYT6	-1.7425
FOXD4L2	1.7075
ANAPC2	0.0806666666666667
OPN5	0.362
TAF13	-0.837
LYG2	-1.1965
GGNBP1	0.8805
C11orf40	0.301
OTX2	-1.186
REG4	-0.3338
EIF5	-0.7073125
PALB2	-0.06075
SEPSECS	0.1695
RNASE3	-0.3625
TRIM49	-1.854
POLR2K	0.658
GPR42	0.2575
C8B	-3.435
SASS6	-1.23625
PREB	-0.483
OR3A3	0.831
TUBA8	-0.19625
IGLV2-14	-3.2095
STIL	-2.90925
ANKFN1	-1.32583333333333
NME7	0.9255
HOXC12	-0.67675
UBE2C	-2.27875
FHOD1	-0.98375
CDK2AP1	-0.14875
OR6K2	1.7015
DHPS	0.08975
RPL5	-0.298416666666667
TRGV5	0.586
LOC541472	-0.02525
HCCS	-0.8075
DENND1B	2.8625
LHX3	0.1855
OR5D16	0.4245
CXorf57	-2.41816666666667
IRF2BP1	0.714
NDST2	0.599666666666667
LCE3D	0.2685
BOLL	0.762375
SYT3	-0.99725
PIH1D2	2.95625
C20orf7	-1.212
IL1R2	-1.13983333333333
SLAMF9	0.6655
PPME1	-0.142875
PIK3CA	0.1275
TRAPPC1	0.41775
COLEC10	-2.08375
SLC9A6	-2.137
PDDC1	-0.487166666666667
CCDC53	-0.083
GK3P	-0.8945
DAZL	-1.33825
BRI3	0.537
SDK1	-1.0165
CYP2C18	0.29
IFI44L	2.422
RPL3L	0.434
FUT9	-2.01383333333333
KIFC2	-0.191
PMP2	-0.605125
SLC4A9	0.26
PLAG1	-1.59683333333333
MYCBP2	-0.2355
OR4E2	0.024
CCDC65	4.38425
C16orf82	-0.2395
ENTPD4	0.988875
BRP44L	0.28225
PMP22CD	-0.40125
TMCO4	0.8215
KCNN1	-1.1978
WDR35	1.291
CCDC80	0.487125
C3orf31	-0.237
SLC7A9	-0.56425
TMEM190	-1.5125
DBC1	-2.667
FADS3	-0.844333333333333
PDZD8	0.432666666666667
GRM5	0.011
AZGP1	4.8873
PEX3	0.436
MED1	-0.531285714285714
ATG4C	-1.49266666666667
HNRPH3	-1.58575
FAM109B	2.604
C4orf17	-0.324
CA10	-0.69825
OPRD1	0.188
CCL16	-1.3055
SACM1L	-0.05525
CST6	5.3475
CD63	0.7210625
LGI1	-2.10475
ZNF784	1.18075
CRYBB1	-1.142
CX3CL1	-0.5867
TOP2A	-3.146125
GYPB	-3.846
GADD45GIP1	-0.86725
FEN1	-2.207875
IGF1R	1.430375
WDR72	-2.46733333333333
PURG	-1.39833333333333
DEFB126	0.57025
PKD1L1	0.673
CAV1	-3.1125
GNPDA2	0.9853
DGAT2	0.583875
NLGN1	1.226
STRBP	0.315875
HPRT1	-1.12133333333333
FANCI	-2.7055
PSMA7	-0.6175
DBF4B	-0.859166666666667
TTF1	-0.0115
RAD54L	-2.935
ELOF1	-0.13675
PLAGL2	-0.852
ZNF256	0.3105
HMGCL	1.216
MSI2	-0.259833333333333
RPESP	4.89583333333333
C11orf60	1.4205
ABCD1	-0.1855
ACAA1	1.43
SPARCL1	4.96135714285714
IL6ST	3.073
ZNF319	-0.45225
TMEM109	-0.2134
FAM90A1	0.8235
IL22RA1	-2.3665
ATP4B	-0.773
TEC	-0.734
C7orf30	-0.837
TXNDC2	-0.484333333333333
ABCB4	-1.16175
KIAA1191	0.71575
C9orf38	0.0765
SFTPB	0.156625
CNTNAP2	1.48575
FRK	2.3225
TBX19	-0.2905
CHD4	0.10725
C6orf26	-2.08583333333333
MOSC2	2.0885
IKBKE	1.3515
HIF1A	-2.7985
LOC595101	0.3615
RELA	0.3725
TMEM16B	-0.0676666666666667
ABHD12B	-2.778
TSEN34	0.20175
KIF18A	-3.7175
TXNDC9	-0.159166666666667
SPATA2L	0.3295
SEMA4G	-1.227
C21orf91	-1.198375
MATN1	-0.362
KCNIP4	0.093
TUSC1	2.179375
OR4C15	0.5335
ARMCX6	0.8265
WBSCR27	-0.784
OR52I2	0.3545
KIAA1604	-0.5455
DYNC1I1	-1.640125
PPP4C	-0.131
SLC47A2	-1.87816666666667
TREH	0.236125
CD48	0.576
ST14	1.6105
PKN1	0.57175
SPON2	1.6195
XBP1	2.37883333333333
SFRS12	-0.563833333333333
EFCAB6	3.141
SELT	0.5535
SLC39A2	-0.4995
ERF	-0.0248333333333333
ARL3	1.063125
SURF6	-0.4542
MLLT10	-0.400285714285714
FLJ11171	-0.304166666666667
TDGF1	-4.967
ERCC6	-0.574
EIF2AK4	1.305625
BAZ1A	0.213
LRRN3	5.13633333333333
TMC3	0.057
EFTUD1	0.50625
PTPRO	1.06333333333333
CLEC12A	0.4105
ACBD4	0.822625
ZDHHC14	-1.28175
OTUD7B	1.873125
ACTB	-0.3088125
MSRA	0.7325
LCE5A	1.451
IFI35	0.59775
BSCL2	0.835666666666667
ANKRD12	1.08358333333333
CFHR2	0.2985
RGAG1	2.2445
HSFY1	-0.518
SLC30A5	0.0088333333333333
IMPG1	0.881
GPR109A	0.9035
ZNF185	0.31325
IYD	-0.08575
NPCDR1	1.551
SERPINA13	0.46
HMGCLL1	-2.13466666666667
NEUROG1	1.17433333333333
UBQLN1	0.3765625
LIN37	0.36075
SOCS2	-3.461
DSCR4	-1.58675
XKR6	-0.725
GPR142	1.0515
KRTAP13-3	0.1805
CCDC15	-0.9825
MOS	0.6615
CD1E	-1.1645
OFCC1	-0.152833333333333
FAM83D	-3.4
SRFBP1	0.027
C9orf96	-0.067
DHDH	-0.373
CCDC90A	0.4935
RABL3	0.9183
CD320	-1.57883333333333
ANGEL2	1.24591666666667
MRPL21	-0.31475
SMG6	0.314166666666667
INSR	2.1806875
FLJ14816	-0.7205
GLRB	3.57316666666667
C9orf89	1.46725
CIZ1	-0.042625
URG4	0.5965
LRDD	-1.2455
CBY1	0.818666666666667
NFX1	0.53725
MTERFD2	-0.264714285714286
C19orf23	0.2285
PGC	-2.68875
IER3IP1	1.401
RASAL2	1.27791666666667
C1orf89	0.8215
SYNJ1	-0.703
NFKBIE	0.68425
FLJ40125	-0.178333333333333
TCEB2	0.2707
NOG	-1.883
POLR2J2	-0.363333333333333
HLA-B	2.5045
PCDHA1	-1.1635
PPP2R2B	-2.07925
ARHGEF17	0.683
TCF7L2	-0.091
CHD5	-0.0126666666666666
ZNF431	-1.365
TBC1D25	0.91075
ZNF800	0.012
SCUBE2	1.647
MYCBP	0.401833333333333
GPX5	0.2315
C6orf129	-0.156
QSER1	-0.359666666666667
ULK2	1.99325
PIGO	1.31
NRCAM	-2.71823076923077
SLC35E3	-0.088125
CSRP2	-2.09675
HYPE	-0.629
MAPK15	1.1355
MGC14327	0.65875
TIMM13	-0.267333333333333
ZNF462	-2.11125
GBA3	-0.14475
TEX13A	0.815
MCM6	-2.64922222222222
MTRF1	-0.74175
