Hybridization REF	TCGA-AN-A0FT-01A-11R-A034-07
C5orf5	-0.466333333333333
KCNA4	0.0625
NMNAT2	-1.77683333333333
GLYATL2	-0.9135
LSMD1	0.492875
IL23R	-2.032
NRF1	-0.881
MUC15	2.09866666666667
PRDM12	-2.142
PAQR4	-0.119285714285714
RBBP6	-0.6890625
IFI27	3.3285
SKAP2	-0.656333333333333
TAGAP	0.9415
TJP3	2.24
C9orf61	-2.28525
IDS	-0.638214285714286
PARG	-0.33925
LOC131149	-0.444
DYRK4	1.08316666666667
MICALL1	-1.35675
GALR2	0.2935
GPBP1L1	-0.180375
TBX21	3.08075
KCNJ6	4.472
GGN	1.40925
CASP5	-0.0548333333333333
RNF182	-4.73525
BRD4	1.6235
DOK4	0.1795
SLC46A2	0.5325
SOX9	2.14316666666667
ZNRD1	-0.826666666666667
PRR6	-3.66625
FAU	-0.024125
DTNB	0.989833333333333
CARD9	3.159
STS-1	-0.635166666666667
SLC4A5	0.183
NSBP1	-2.0225
UGCGL2	0.498833333333333
POTE15	0.591
NOXA1	1.34675
RP13-347D8.3	0.90925
SAMD10	1.26116666666667
EP400NL	-1.01875
TCF21	-0.38175
AMELX	0.1635
JPH2	0.1979
SLA	1.764
DLST	-1.64883333333333
SEPT12	3.00575
RGS20	-4.063
LXN	0.0565
ZNF419	-0.428875
UPK3B	0.204
RELL1	0.85625
ESPNL	-1.791
KLHL21	-0.3145
PI15	0.1865
C2orf61	-0.48
LOC407835	-0.995833333333333
RER1	-0.419333333333333
ELAVL2	-1.372
MGC26718	-0.5725
KLF2	3.29875
TNFAIP8L3	0.04625
TFE3	-0.15125
C11orf17	-0.511125
15E1.2	-1.46825
SNRPC	-0.34925
DLGAP1	-0.0325
PGLYRP1	0.354125
OVCH2	-0.3275
IRF7	1.5588
SET	0.3714
NAB2	0.6535
LRP5L	0.06975
FAM120A	1.3001875
ASCL2	3.29633333333333
SHH	0.205
ATP5H	0.0748333333333333
THPO	2.56683333333333
TYRP1	-3.53933333333333
HIST1H3E	1.28066666666667
EIF2S1	-1.12122222222222
TNFRSF17	-3.70983333333333
TARSL2	-0.5985
NKX2-8	1.067
C1orf115	0.14425
LOC56964	1.1585
KIAA0841	-1.03375
ISCU	-0.202
TTMA	0.261
ZNF414	0.419
LOC441150	1.406
RAB15	0.6515
HBP1	-0.163833333333333
TNNT2	3.202
CECR5	-0.6285
PHGDH	-3.2275
JRK	0.1885
XPO4	-0.150125
FAM131C	1.7545
ARHGAP25	1.03966666666667
CA9	-2.73133333333333
GPR62	2.10933333333333
TLX1	0.110166666666667
GPS1	0.38325
OR2M2	0.362
BDP1	2.11228571428571
FAM70B	1.9035
RPS29	-0.18625
MKLN1	-0.7751
TSPAN19	-3.306
SLC29A3	0.8223
LGALS4	0.2715
USH2A	0.5015
NF1	0.445166666666667
APOBEC3A	0.0276666666666667
IMPAD1	-0.0593333333333334
OLR1	3.52883333333333
NRAP	-0.1375
HCFC1R1	1.63516666666667
TAOK2	1.32916666666667
MCM10	-2.6825
MAP4K3	-0.49325
CBS	-1.2365
CLK3	-0.9393
PCDHGA5	0.8295
ELF4	0.83075
FAM71A	-0.026
C11orf49	-0.05
CLIP2	-1.13825
BTBD9	1.3804
ZNF524	2.07675
KDELR1	0.879166666666667
ZNF509	0.083
NCSTN	2.452
ZNF533	0.225142857142857
PARP4	-1.23475
GALNT9	-0.0496666666666667
NPY	-2.6925
BEGAIN	-2.27316666666667
TMEM77	-0.412
FOXRED1	-1.751
SLC16A2	0.8345
SLC35B1	-0.5365
GK5	-0.91575
SDCCAG10	-1.62175
C4orf20	-0.95575
SLC9A2	3.87325
ADD1	0.586928571428571
TAL2	-1.2475
ACLY	0.697625
DNAJC1	4.0745
SOST	-2.03425
USP43	2.37383333333333
CYP4F12	-0.24775
FKBP5	-1.312
CHCHD5	1.0061
NUDT22	-0.3265
CCDC85B	-0.23325
OR51G2	0.9575
STRN3	0.651071428571429
TMOD2	-0.28925
FLI1	-0.1135
MAB21L2	1.5405
DGKQ	1.30275
VPRBP	1.3045
SCNN1B	0.3093
ECHDC3	-1.0167
TMEM106C	0.2485
CSNK2A2	-0.207
RPL39	-0.2185
HERC3	-0.00950000000000002
ZBTB47	0.5485
ZNF681	-0.93075
PAGE2	-2.14225
CLIC5	2.68107142857143
RABAC1	1.16575
ZFHX2	3.69175
YPEL1	-1.25216666666667
KIAA0776	1.40775
NR1D2	-0.616
DNAJC4	0.8275
NPNT	4.7222
ZNF677	-0.2845
ZNF536	-0.676
MEF2B	0.586583333333333
PTPN4	-0.334375
CTCFL	-4.35
STX5	0.2135
CD72	1.68525
VEGFA	0.426
XRCC1	-0.4779
MAS1L	1.0175
ELL	1.0405
SETBP1	1.40775
CDH11	3.74133333333333
NDC80	-2.06438461538462
DMBX1	-2.24625
NRSN1	0.038
BAT2D1	1.027
CDS2	0.468333333333333
C1orf212	-1.0655
SENP3	-1.48825
IL1F9	-0.775
EEF2K	0.637
COG8	-0.557
CEP72	-2.49475
OR1L8	0.7865
MUS81	-1.16208333333333
PHYH	1.24925
GGT6	2.64483333333333
C22orf23	-0.51175
C13orf33	2.808
MAPK8IP2	1.047
NELL2	-2.07675
POU3F2	-0.878666666666667
ALPK1	1.741625
MRPS18C	-0.851
RPLP2	0.165125
FGF22	0.521
SPNS1	-0.278666666666667
ZFP1	0.1035
IL1RAPL1	-0.919
PCSK9	-1.56916666666667
NKX2-1	-0.00850000000000002
C6orf189	1.34075
SP4	-0.655
SLC11A1	1.2785
C21orf25	-1.25866666666667
ICAM2	1.41725
SH3GL1	-0.215833333333333
GSK3B	0.126666666666667
RALB	1.914125
PDXP	-1.3285
GNGT1	1.061125
KIR2DL1	0.3855
TNFAIP3	0.416
C6orf32	0.023
CBLN2	-2.418
PANK3	-0.27775
TAAR9	0.385
WDR82	0.394642857142857
APOM	-3.179
TRIP10	-0.32675
SPATA16	0.4825
C1orf135	-1.85575
USP51	2.19325
TESK1	1.44125
C11orf64	-0.1745
ZNF611	0.056
PDE6G	-0.327833333333333
HLA-DQA1	3.826
GCLC	-0.6785
SEC61A1	0.00957142857142849
TWSG1	-1.35016666666667
ZMYND10	3.50375
CTDP1	0.23225
ADAMTS6	-0.0316666666666667
SLIT1	-0.95675
KRT86	-0.259
KIAA0574	-1.1125
GTPBP2	-0.8325
PQLC3	0.9795
PRRX2	0.998333333333333
C15orf44	-0.646833333333333
MKKS	-0.765125
C11orf10	-0.7635
GPR110	-0.622125
CD109	-1.31633333333333
ADCY1	0.27
RHBG	-1.6215
TP53I3	-0.739125
SLC22A3	-1.8902
UCP2	-0.4905
FOXG1	-1.71183333333333
OR2AG1	0.6765
TRIM24	-0.91425
PROC	-2.355625
TAAR6	-0.0785
AMTN	-0.755
C10orf47	0.963666666666667
DEPDC1	-3.34175
FLJ45557	0.80675
ZDHHC17	0.1273125
KIAA1429	0.682666666666667
KCNH1	0.26375
VNN3	-0.17275
PSMAL	1.8275
PPARD	1.14925
HFM1	-1.0735
YBX1	-2.53183333333333
ZNF695	-3.5575
SCTR	-0.300333333333333
DCDC1	-0.049
VPS26B	-0.6948
MTF2	0.531666666666667
ATP6V1F	0.361
CCDC94	0.17175
PERF15	-0.0685
CCL11	2.4425
LMO7	0.124
DCST1	0.3415
ADRBK1	-0.19375
CDRT4	-0.54325
ZNF84	-0.72525
HOXD8	0.412
STARD8	0.189333333333333
FOXP2	-1.111
CCDC103	0.8375
POLR3A	-0.2535
GSC	-0.05
ZNF114	-2.83333333333333
HTR7P	2.342
LALBA	0.2835
RMND5A	-0.33
PSCD2	-0.64575
ZNF409	1.248
KRTAP1-3	1.12133333333333
MAF1	-0.96725
LOC201725	-2.125
NRN1	-1.741375
SPAG5	-0.837
DNAH7	2.35666666666667
FLJ43860	0.534
BRCA2	1.401
ACADM	-0.870875
CXXC6	-3.57025
RAGE	0.334
CHMP2A	0.615
FAM8A1	-0.4222
GPR21	0.345
SLC12A3	-2.02916666666667
FVT1	0.684571428571428
ZDHHC7	-0.873625
FLJ44048	0.134
SLC44A3	1.751
SDSL	1.3095
MMP8	-1.4825
PLA2G12B	-2.67883333333333
ACY1	0.15075
MT1E	-0.218833333333333
OR4K15	0.3605
TECTB	-0.338
GPR20	1.2325
IRAK2	-0.4825
RFPL3	-0.085375
MYO9A	0.15875
NARG1L	0.267833333333333
BLMH	2.572625
CCDC3	2.975
C9orf21	-1.0285
KIAA0513	0.511833333333333
MIER2	0.6555
PNMA2	-1.76433333333333
SH3BP2	1.1062
ANXA10	-2.00475
RTN2	0.734833333333333
TFB1M	-1.478
PRPH2	1.69275
C14orf133	-1.26375
GOLGB1	-0.36675
IRX4	2.966875
NFKBIL1	0.0845
C10orf62	-0.1875
APBB3	-0.7055
RPS10	0.4362
LOC728378	-0.2415
TLE3	1.323
PSMB7	-0.52375
MESDC1	1.8255
SLC6A1	1.00666666666667
OCLN	0.224583333333333
PTTG3	-2.51716666666667
NAGLU	1.26925
SERTAD4	3.92525
SPRY1	2.157
FLJ10781	-0.287666666666667
MYSM1	-0.444
TRIM4	0.192214285714286
SH3YL1	0.915875
TREM2	4.71833333333333
SERPINI1	-1.09825
HDHD3	0.080625
TMEM38A	0.842
EID2B	-1.65275
TDRD3	0.00800000000000001
SEDLP	-0.0875
THSD7A	2.4355
NDST3	-2.05775
KLHL15	-1.6115
DHRS12	2.124
FBXO9	0.0345
TNPO1	-0.544333333333333
MRPL13	-0.286166666666667
SNX5	-2.18
METTL6	-0.965
SOD1	0.151
CHML	-1.02183333333333
PACS1	1.2425
SIRT5	-0.2471
CAPN2	-0.300166666666667
FXYD5	0.631
TWISTNB	0.646875
LRFN1	1.70833333333333
UBE1L	0.907875
UBE1C	-0.8075
OR51B2	0.20075
OR4D11	0.385
C15orf2	0.1415
NR4A1	1.7745
LOC339047	-1.729
TRIM17	0.677375
ATP5G3	-1.13007142857143
RPL15	-1.15133333333333
ADAMTS8	-0.70275
HOXC4	0.053
C14orf37	1.7705
CEACAM5	-1.178
MYT1L	-0.472333333333333
RASA2	0.15275
OSBPL7	-1.3045
STAG1	-1.147
GIMAP4	4.63683333333333
FUT3	2.148
PIF1	-2.21275
LPIN2	0.6547
SH3PX3	0.599
PDP2	2.02
PAPD1	0.060875
ERP27	2.56575
APOOL	0.2791
DIABLO	0.112
TRHR	0.343285714285714
ARMC9	0.2245
RNF152	4.29075
SLITRK3	-0.4735
ZNF211	-1.1925
PFDN1	1.385625
RGS11	1.24775
HS6ST1	0.997
AKR1D1	-1.08475
TNP2	0.437
STK31	2.74083333333333
EML4	-0.867416666666667
SGTA	-0.546
HIST1H2BI	0.1285
PSMD6	-2.36116666666667
KIAA1257	4.91025
C18orf55	-0.9175
FLJ20273	2.428125
RPL28	-1.07266666666667
EPYC	2.008375
NOX3	-0.8925
ELAC1	-1.5135
METT11D1	-1.13375
BIN2	-0.573333333333333
NACA2	-0.4355
CCDC17	-1.03875
HM13	-0.2109
UBOX5	-0.465375
UBE2O	0.575625
UBL5	1.0635
APOLD1	2.348875
C9orf31	0.61825
TNFSF8	-0.2305
ARHGAP29	0.68225
PROKR2	0.493
PDE5A	-0.483
C6orf12	0.433
TOM1L1	-1.941
WHDC1	0.1915
FOXI1	0.715666666666667
RAB4A	-0.16
TMEM39B	-0.39875
ATPBD1C	-2.01025
FARSA	-0.0885
PLEKHG5	0.58025
CMAS	-0.284833333333333
OR7E24	-0.8085
SLC30A1	-0.74625
CDC42EP5	2.4775
PLAC1	0.6365
KLHL18	-0.371666666666667
LBA1	0.3905
TAZ	-0.9005
CRIP2	2.472375
BTBD11	0.510333333333333
C16orf72	0.4285
DIO2	-0.0161
LRRCC1	1.27133333333333
CCDC136	-2.302
PRX	0.161125
RBM5	-0.6239
TMEM85	-1.137125
TUBGCP4	-2.0505
APLN	1.638
CDK7	-1.04716666666667
SSR2	0.723333333333333
CRELD1	-0.8515
C19orf46	2.912
GAL3ST4	0.124166666666667
KBTBD10	2.00575
IL28A	0.802
WDR27	-0.341
MCM2	-2.00983333333333
SOX14	0.2945
FLJ39743	0.2835
KIAA0922	-1.807875
HIPK4	0.418
FLJ25758	0.3445
C16orf57	-0.661833333333333
PDZD2	0.144875
MCC	0.710625
HHLA3	-0.6688
ID2	1.7315
C20orf23	3.05575
ZNF688	2.18525
APOC2	-1.32933333333333
LOC440093	-1.1715
FAM50B	-0.935166666666667
PWP1	-1.279
DNAH10	-0.32775
HIST1H2BA	3.52975
GPR56	2.24266666666667
METAP2	-0.995625
PAN3	1.189
STXBP4	0.5695
PDHX	-0.729
MTA1	1.40108333333333
ZBED4	-0.239375
ZNF720	0.27475
CDK2	-1.5485
RHOJ	1.207875
CDC37	-0.273
ZER1	0.653625
GRK4	-1.5175
PRPH	-0.3855
POLR2A	1.952875
OGFOD1	-0.58875
NOL5A	-1.58475
PHEX	-0.797
FLJ16478	-0.351
C20orf117	-0.926125
CAMTA2	0.07525
C11orf74	-1.18916666666667
DDX17	0.583083333333333
C5orf27	0.182
PLEKHA2	-1.0267
PDE4DIP	-1.4644
SCN7A	0.97925
ZNF559	-1.31616666666667
CXCL10	2.767
ZMYM4	0.289166666666667
STK32B	-0.236266666666667
KIAA0888	-4.5335
TACR3	0.5545
CKAP2L	-1.44425
KIF1A	-0.965
RSPRY1	0.628
VCAN	1.45125
CYP27C1	0.4595
SYDE1	-1.0965
MED12L	-0.499
ZDHHC21	1.2475
NHS	-0.3575
TM9SF3	1.4905
DDHD1	-0.775
MAFG	1.10366666666667
BICD2	-0.2889
C14orf119	-0.713833333333333
C14orf43	0.513214285714286
CDH7	-1.32225
ALKBH5	-0.0750000000000001
JUP	1.7555
TMEM41A	-0.079
MAMDC4	-1.1075
CBX3	-0.753875
LRRC18	0.48025
RBMXL2	-0.70225
PLA2G4D	0.7525
FGF13	0.631625
KIF3A	1.5185
PDIA6	-1.18025
DCXR	1.21175
CASKIN2	1.73291666666667
EHD1	1.33866666666667
MARCKSL1	1.09783333333333
ZNF496	0.2585
SCAF1	0.515666666666667
KCTD8	-0.8305
TRAF3IP3	0.362214285714286
LSR	2.279
CXorf1	0.0108333333333334
C14orf112	-0.145833333333333
EIF2B1	-1.173
OMP	-0.171
GSTZ1	-0.533
LOC92017	0.482
ISLR2	1.318
C12orf36	0.798
GATA2	-0.410166666666667
GABRA5	-1.9495
CELSR2	0.447928571428571
STAM2	0.7488
TNAP	-0.8525
PTPMT1	-0.381833333333333
GRP	4.74425
SV2A	-1.19216666666667
MAGEA12	-3.89475
CACNG1	1.2335
C18orf19	-0.09225
GSG1	-0.0873333333333333
PTPRJ	-0.414357142857143
FRMPD1	0.092
ZNF668	1.31875
PLEKHJ1	-1.344875
ADAT1	-1.1216
TMEM50A	-0.1962
UCN3	0.211
HOOK1	2.522875
IL17B	-1.1795
MLKL	-0.669333333333333
TTC14	-0.176
KLHL5	-1.765375
CRYL1	0.00633333333333335
FOXH1	0.677
NFYB	0.246625
PPM1G	-0.74175
GOLGA2LY1	-1.09925
NMT1	-0.094875
HADHA	-0.4114
CHSY-2	1.16475
PLEKHF1	1.44814285714286
SAGE1	-2.928
MUSTN1	0.27625
SUHW4	0.5595
TFEB	1.52716666666667
ZFYVE27	0.93375
ATG12	-0.701
BMI1	2.91192857142857
ZIM3	0.35825
MYH4	0.10875
MASP1	-0.730416666666667
KIAA0984	0.12825
RPAP2	-0.80125
ASB5	-0.6385
BOLA3	-1.2145
MIA3	1.91783333333333
KRT35	0.3445
KIR3DL3	-0.849
MRPL51	-0.92875
SEMA3F	1.51883333333333
NDUFB2	-0.5745
LOC253012	-1.81425
FAM46C	-0.993
G6PC	-2.543625
CSAG3A	-4.4285
PREX1	1.406
SLC25A45	0.14525
MAPKBP1	0.9085
CPE	-0.474
GNB1	-1.445625
CXCR6	0.719
TRIM46	0.61275
C16orf3	1.06766666666667
HPSE	-0.049625
TIGD3	-0.415
SPG3A	1.946
LCAT	-1.211
ST6GAL1	-2.11594444444444
POMC	0.615
FLJ36031	-1.39916666666667
NSMAF	-0.0781666666666667
SKIL	0.5105
ADSS	1.00783333333333
HMGCS1	-1.7616
POLR3F	-1.46883333333333
RAB10	-0.405375
ZNF277P	-2.299125
ZBTB7B	0.472
DHRS1	0.3825
ABCC13	0.271142857142857
CNOT3	0.67875
NFKBIA	1.13225
GAK	0.2655
SFT2D2	0.640166666666667
HOXA6	-0.3385
CRTC1	0.903
LY6D	-1.00883333333333
C20orf72	-0.666333333333333
CPT1A	0.319
LMO1	-1.943
EIF3I	-0.2665
PRB4	0.3815
MCM3APAS	-0.210875
C20orf132	-0.5143
FOXF2	-2.83025
S100A12	0.79575
MLH1	-0.956666666666667
ACTN1	0.7769
MRPL36	-0.0263333333333333
C20orf106	0.08
FBXO6	0.2255
MKS1	-0.0713333333333334
CX3CR1	-2.121125
PDE1B	1.77
PLP1	-3.43925
KISS1	1.17633333333333
C14orf2	0.739666666666667
TBC1D3P2	0.984
COMMD6	1.3154
ANKRD7	-1.80025
PTCHD1	4.280375
NARS2	-1.548
DOCK7	-0.99425
FAM127B	0.207
LOC390243	0.319166666666667
N6AMT2	1.2055
ZNF391	-1.5275
DNAJB14	1.0995
WRB	-0.282125
BPI	0.278666666666667
TTC4	-1.86166666666667
FAM10A5	-0.63925
GOT1L1	0.4017
MAGED1	-1.023625
RESP18	0.2025
WFDC6	0.2035
MT2A	-1.4475
C11orf56	0.41875
KIAA1432	0.152
ROR1	-0.23625
HSD17B14	1.1045
ZFAND2B	0.16475
SAMD4B	1.01475
HEXA	-0.37375
HNRNPU	0.826772727272727
USP39	-0.50375
NRD1	-0.95625
R3HDML	0.6805
FLT4	0.716
OMG	0.299
OR52N4	0.6495
LOC399818	-2.29675
ELA2	-1.9275
VENTXP1	0.865
RFC5	-1.9455
OR52L1	-0.194
PAX5	0.0245
FBXO2	-0.999
GMEB1	1.065
AKT3	-0.445666666666667
CRB1	-1.96516666666667
CTTN	0.53
UTP15	0.275666666666667
HSBP1	0.448
PHF11	1.83375
NDEL1	-0.256
USP8	-0.5385
BAIAP2	0.3524375
SI	0.0836666666666667
ARSJ	-2.24533333333333
BAAT	-2.69025
KCNS3	2.02483333333333
LOC126147	-0.00533333333333336
TMEM37	-0.1585
C1orf162	3.472
MBD1	-0.6444
ITGAL	0.306
WDR73	-0.4445
GKN2	0.183666666666667
ARFGAP1	-0.361125
SLC5A8	3.31683333333333
ZBTB40	-0.3393
CYP4B1	1.48566666666667
LYPLAL1	0.38625
CHST3	-1.962
MAP3K9	0.7745
BTAF1	-2.11183333333333
TFAP2E	-0.401
RBM35B	2.92125
LOC441251	0.277
ANKRD25	0.00916666666666665
UQCRC2	-0.7575
MAEA	-0.374666666666667
HYAL1	-2.4356
RNPEPL1	0.634333333333333
CPSF2	-1.20071428571429
PSD3	-1.6146
ABCA13	-0.63175
AGR2	2.9075
GBX1	-1.121
HDLBP	1.53871428571429
ACY3	-0.28125
HECW1	-0.338
ZNF519	-1.3345
HOPX	2.77075
ZNF304	0.511
OR12D3	0.241
FKSG43	0.3695
METTL1	1.073
MFSD3	0.5307
PSPH	-0.40875
CLCA3	0.00600000000000001
DARS2	-0.169
CDC25A	-1.71366666666667
BAIAP2L1	-2.00875
B3GNT5	-0.74625
USP29	0.1585
ARHGEF10L	1.4033
ATOX1	0.242375
ADAM30	0.13025
DNASE1	1.2615
STT3A	0.274833333333333
RAB6IP1	-0.3545
PTN	0.3278
C1orf106	1.45392307692308
HECA	1.45775
RNF122	0.96125
SLC22A18AS	1.12433333333333
GNG8	0.899166666666667
ELP4	-0.87475
FAM65A	1.02566666666667
RPL10A	-1.73916666666667
IRS4	-0.184
MACF1	0.5577
SEC24D	-0.52425
LOC374395	-0.25825
TGFB2	-1.11625
MDFIC	0.607875
CHRNE	1.238
PCMTD2	-0.663833333333333
ATP6V0D1	-0.332666666666667
MTA2	1.54925
LZTR1	-0.0883333333333333
RAP1A	-1.13666666666667
AXIN1	0.023
POLR1C	-0.7575
TRIO	0.67775
PLXNA4A	0.943333333333333
C5orf33	-0.45875
DEPDC1B	-4.486375
ZNF473	-0.400166666666667
MTM1	-0.519125
GPR107	0.9035
CSNK1A1L	0.577666666666667
FLJ14154	-0.38925
NLRC4	3.66
ENPP4	1.12783333333333
PADI3	-0.9925
RNF170	-2.038875
CG018	-0.153833333333333
C16orf7	0.55225
KCNE1	0.005
NRM	-1.44266666666667
SLC37A3	-0.873857142857143
TPD52L2	-2.08283333333333
UNC5B	2.4355
C12orf12	0.4228
SDHB	-2.17925
CLRN1	0.43175
NUDT10	-1.115
UGT3A1	0.381375
FBXW8	-0.1625
RHOF	-0.966875
PTPLAD1	0.506375
MYO3B	-0.588
DERA	-1.37175
TPP2	-0.59875
C19orf53	1.51016666666667
GINS3	-1.665625
ST6GALNAC5	3.979
CHSY1	-0.86825
MGC15705	-0.1675
GPR83	0.3595
EXT2	-0.67925
DOLK	1.7035
TUBAL3	-1.2675
ACVRL1	2.584
ABL2	-0.24375
C14orf156	-0.300166666666667
PTPRZ1	-3.599125
DIP2C	-0.0775
LAMP1	2.000875
RXRA	1.1451
MAP3K5	0.60275
ALKBH1	-0.825
PDLIM7	-0.17175
ARL14	-2.133
SNIP1	-1.58233333333333
TIMP3	2.30025
RGS3	0.534666666666667
SPAG16	-2.1998
ABHD4	0.07775
ARHGEF12	0.534833333333333
GLUD2	-0.826
RAC2	-0.8128
UAP1L1	0.3845
SLC18A3	-0.386
YOD1	-1.33316666666667
RALY	-1.9935
HMOX2	0.2325
DGKH	0.741
DBNDD2	1.87083333333333
YIPF4	-0.832875
THAP10	-2.35875
ZNF513	0.327
HAGHL	0.924166666666666
ITGB4	-0.4305
CCDC141	-0.3415
YTHDF3	-0.439
C5orf28	0.05875
RPL7L1	-0.99325
TMEM30B	0.921
ANKRD35	1.202
DUOXA2	0.03475
TBC1D5	-0.014375
DFNB59	-0.0125
HRH4	0.706
MYO6	1.8136
DNAJA4	2.2785
RBM24	-0.450125
CEACAM20	-0.18625
RBM23	-1.34371428571429
NGFB	0.376
C1orf63	-1.4884
KRTAP7-1	-0.8735
PERLD1	4.97975
NPB	1.091
C17orf59	0.736
HSPBAP1	-0.49825
SLC15A4	-0.359
PRTFDC1	-1.966
OSMR	-1.57885714285714
CYSLTR2	0.3565
C19orf25	0.6664
KIAA1797	-0.142
NLRP6	-1.0345
FAM105B	-0.4994
SCRN2	0.702833333333333
LRRC58	-1.5382
RNF17	0.14625
NEIL3	-3.3725
FAM137A	-1.76925
SKP2	-3.2705
PARVA	0.826083333333333
PKLR	-1.398
RNF34	-1.26925
A3GALT2	0.238
C12orf50	-0.381
SUNC1	-2.1415
FAM102B	0.0783333333333334
CCT2	-1.2405
LRRC37A2	0.1755
ARF4	-0.247
SIKE	-0.373125
C8orf48	-0.521666666666667
MBTPS1	0.0655714285714285
GPSN2	0.2835
NCF2	3.027
SLC12A6	-0.305
MRPL48	-0.8265
HMGN3	0.147
LRRC62	1.757
PAX9	1.684125
FAM55A	-1.709
C20orf42	-3.7445
SCML2	-1.97083333333333
BCL9	1.86275
FAM40A	-0.72325
C9orf41	-0.6125
ZNF774	-1.275
LETM1	-0.88
PLXNB1	-0.0291666666666667
NIPSNAP1	-0.18925
USP10	-0.81725
F9	0.57525
LIPE	2.45
CNGB3	0.3175
C12orf52	0.082
PI4K2A	0.265375
MED8	-0.713375
STAT4	0.0795
FGD4	1.29516666666667
RNF145	-2.61733333333333
WDR32	-0.4667
CLDN2	0.04
TCEAL8	-0.86325
ZMYND8	-0.8227
PDXK	0.46771875
GATAD2A	0.267
PTGES3	-0.685
CCM2	-0.07475
TAP1	-0.16575
ZNF670	-1.81025
ETS2	-0.032
C6orf166	0.112666666666667
PRMT2	-0.211071428571429
OR4B1	0.5455
INTS8	0.6025
CCDC102A	-0.08675
CCDC83	-1.23466666666667
ITGA1	0.2602
EPHA5	-1.7928
FAM24B	-2.2035
TSGA10	1.557
HAL	-2.65866666666667
MYOT	0.19
SPACA3	0.10675
BCL2L2	-0.185166666666667
CUGBP2	-0.575166666666667
CCNB3	-0.20575
RNF113B	-0.514
MERTK	1.35875
BAG1	0.1915
VPS36	0.206
ORMDL3	1.9402
C1orf190	0.578
ZNF625	-0.0165
CORO2B	-1.184
ALOX15	-1.274
CST1	3.0055
NUPR1	3.2935
CCL7	0.3895
SMCR5	-0.688
DSC2	3.255
RBMS2	0.39875
GRIK4	0.647
TRIM65	-0.8304
TMPRSS6	1.83964285714286
TP53INP2	-1.1685
GLB1L	0.240333333333333
LOC388284	0.400166666666667
PUS1	0.313357142857143
BCL9L	-0.774
OLFM1	-1.164
RET	3.936375
MASTL	-2.72816666666667
ALX3	0.312
IL1RL1	0.105
ZNF765	-0.3397
C14orf138	-1.506
SNX10	-0.9565
TAC4	0.392
C1orf64	3.690125
POGK	1.4145
MAPK9	-1.55175
ZNF366	2.486
C8orf79	-0.7788
CLDN7	3.61475
OR5AT1	0.308
TRIM37	-3.05
LRRC25	2.85975
GRHL2	3.0951
TEKT3	0.7815
LASS5	-1.5495
ABCC4	-2.48354545454545
DLG3	0.7925
VGLL1	2.851625
ZFP36L2	1.47066666666667
MFRP	-0.0393333333333333
KIAA1799	-0.81825
FLJ44379	0.215
PCNX	-0.38275
ANXA9	2.554
CYP4V2	-1.2077
PIK3C2A	-1.05075
SRR	0.4925
NOL3	0.42225
IFITM2	0.6595
ARNTL2	-2.6295
ZNF595	-1.00775
NLRP13	-0.154
ASPH	2.167125
CPA2	0.529
PVRIG	-0.994666666666667
LEPR	-1.40533333333333
C16orf42	-0.324333333333333
SH3BGRL	1.7955
FAM77D	-0.158333333333333
FNDC7	0.832
C9orf6	-0.815833333333333
NOTCH2NL	2.40466666666667
PGBD1	-1.532
SYNGR2	-0.618166666666667
PITPNA	-1.2455625
PRPF4B	-1.3941
SLC43A3	-2.03042857142857
NRBP1	-0.9105
SLC25A22	0.75
ILK	-0.726125
SLC22A8	1.07866666666667
MRPS7	-1.15925
PITX2	-2.10925
FABP3	0.0475
OR1L1	-0.0995
LOC728215	0.049
BLID	-1.594
KIAA1217	2.92476470588235
TFPT	-0.14
AP4B1	-0.90075
VBP1	-2.89725
OR1K1	0.738
MORC3	0.23675
BHMT2	-0.4325
C3orf10	0.126625
FZD7	0.3595
WFDC10A	-0.171
PMS2CL	0.33225
CCDC32	0.0986666666666667
FA2H	1.3355
ALG13	-0.2895
TTLL7	0.0931
SPOCK3	0.1395
SLC13A2	1.039
AIM1	0.94325
GPRC6A	0.852
EGR2	5.10925
MED11	0.91275
WWC1	2.24875
SH3GL3	-3.90825
RIF1	0.196928571428571
PRLH	0.3195
VLDLR	-2.066
DBT	0.3800625
C21orf63	0.38
CGGBP1	-0.727
KRTAP12-2	0.4455
TADA3L	0.379875
ZBTB16	0.996
PDGFB	2.347125
RFX1	0.925875
UQCRB	0.3374
LOC133874	2.661
HPS3	0.2565
LGALS3BP	0.2663
DKFZP564O0823	2.32728571428571
MRFAP1L1	-0.55975
HOXA10	-1.05816666666667
NGB	-0.2415
KIF21A	0.495
IFLTD1	0.5355
LZTS1	0.41775
ARHGEF3	0.34375
RHBDL3	1.333
CSNK1G2	0.40325
ChGn	-0.953875
KIAA1244	1.82716666666667
GABRB2	0.3475
MGC72080	-2.4045
CD27	2.941
EGLN1	-1.384
PEX13	-0.2935
RWDD3	-0.21425
RNF12	-1.44416666666667
GRIN2B	-0.7225
ADAMTS14	-0.455625
DYDC2	3.01483333333333
ATP6AP1	1.7054
NR1H2	0.404
PDK2	-0.146
C3orf17	-0.633333333333333
SLC38A2	0.0487857142857143
SLC25A29	0.8955
C15orf29	-0.919125
ADAM9	-1.225
TMUB2	0.037875
GPR176	-0.0615
AGK	-0.532125
MCCD1	1.38925
NDUFA4	-0.042
