Hybridization REF	TCGA-C8-A12T-01A-11R-A115-07
TGM1	-1.70166666666667
SLC37A4	-0.06175
FAM92B	1.24075
SLC25A25	0.1301
ZC3H13	0.0586666666666667
GPX6	-0.231
WDR81	-0.28025
THOC3	-0.578833333333333
PHACTR4	0.159666666666667
ACYP1	-2.1605
ARPC2	-0.542
ENG	-0.231
P2RY13	1.08475
GAPVD1	-0.1871
CCNO	-2.0588
C9orf64	0.82675
RXRG	-1.373
C7orf45	-1.20325
ZNF140	1.40025
SULT1E1	-0.5915
RGPD4	-0.02625
CGB7	1.198
C9orf142	-0.31625
BRD9	-0.1235
tcag7.350	-0.51175
OR2M5	0.3555
OGT	-1.9682
SYT1	-1.5505
ACRV1	0.291
CMPK	0.69875
BHLHB5	1.94866666666667
MARCH2	1.298
ASXL3	-2.738375
RPIA	-0.06475
RFXDC1	-0.243
HIST1H1B	-0.4815
ZNF701	2.513
KCNT2	0.1315
CCDC36	0.22675
SLC11A2	-0.32575
NBEAL2	-0.243833333333333
RP4-691N24.1	-1.24075
TYROBP	4.02525
PLA2G2F	0.00137500000000001
TCP11	0.10975
OR4K13	0.245
C15orf21	0.631
OR4F15	0.272
FAM108C1	0.7086
ASAM	-1.67775
NPHP4	-0.472
SFRP5	0.211833333333333
OR56A3	-0.085
EBAG9	1.061
LOC100101267	-0.553
UROD	-0.969333333333333
ARL9	2.0815
PDE2A	-2.48433333333333
TUBB2A	-0.966
RPL36	-0.286333333333333
ASPM	-1.347
RBCK1	-0.435166666666667
AFF2	-1.01516666666667
STARD6	0.911833333333333
ZDHHC8	-0.238
EXOD1	-1.2859
PLXNA2	1.14383333333333
ACTL6B	0.3245
ANKRD41	-0.813
IL2RA	3.400625
PNRC2	1.0375
DENND2C	-0.26875
STXBP5L	-0.045
TBCC	0.423375
NSF	-0.254166666666667
KCNJ1	0.0118333333333333
KIF2B	0.468
KRT73	0.4285
C7orf47	-1.18875
NFASC	0.208666666666667
SFRS15	0.25525
CLCA4	0.316166666666667
ZNF597	0.636166666666667
SCGB1D1	2.2755
LONRF3	-1.05925
OR2J3	0.063
SMURF1	-0.04725
C14orf102	0.768
HNRPDL	0.0043
ANKRD39	0.41075
BTNL8	-0.80825
CSTF2	-0.1175
CABP4	0.0975
TMEM95	0.33575
HTR1F	0.989
SCPEP1	1.1545
PRSS12	-2.1815
SLC28A2	0.2505
INHBA	2.551
RP11-298P3.3	-0.36975
UGDH	1.28633333333333
SLC36A1	0.2715
PLCB1	-1.54283333333333
SEPP1	-0.389166666666667
SRXN1	0.42475
LOXL2	1.25925
SERPINA7	-5.77733333333333
LOC201229	1.1905
CHRNA1	1.84675
DENR	-0.0601666666666667
RARRES2	1.77
SENP2	-0.195125
XPNPEP1	0.737125
PCGF5	0.2442
HIST1H1T	0.351
CDK5RAP1	-0.67925
PRKG1	2.03407142857143
RASGRP1	-0.736
CFI	-0.729
KIR2DL3	0.678
FOXRED2	0.315142857142857
FABP1	-5.49975
TRIM7	-2.245375
CYP20A1	0.503045454545455
CYTL1	-2.649
SORBS1	1.11708333333333
PEA15	0.713428571428572
GUCY1A2	1.84666666666667
ZSWIM2	1.529
PH-4	0.393125
PACSIN1	-1.98575
LOC152586	1.688
UMODL1	-0.9705
KREMEN1	0.344125
FLJ35773	2.71775
RFPL4B	-0.48675
SNAP23	0.4835
STXBP6	-2.278
C6orf115	-0.7525
ZBTB33	-0.27425
CHST9	-3.6275
MGA	0.1375
FAM128B	-0.00989999999999999
GPR4	3.54483333333333
KIAA1957	-1.89
GSTK1	0.4595
CLCN5	0.33025
FBXW5	-0.69325
FUSIP1	-0.113142857142857
MAG	-1.2275
FLT3	4.27533333333333
STRA8	0.0465
SERPINB4	-3.3825
JMY	-0.391166666666667
DLK2	-1.27766666666667
ZNF451	-0.656555555555556
HES6	-1.27275
FGF9	-2.7595
VNN1	-0.436166666666667
SRPK2	-0.1248
ALDH3A1	-1.93916666666667
CDX4	0.266
SPG21	0.27075
ZNF302	-0.2187
DOK3	0.536625
GRIN1	-0.936285714285714
OR1A1	0.174
CALU	-0.0858333333333333
ANKFY1	-0.930666666666667
C9orf84	-1.3875
CLEC2L	-1.07225
LIMCH1	0.247666666666667
RWDD1	0.290833333333333
VHLL	0.30575
SLC18A2	2.111
UPK3A	-1.01316666666667
FIP1L1	0.516
LENEP	-0.0161666666666667
RHOB	2.21583333333333
RIBC2	1.506
GNPNAT1	0.123125
TBC1D10C	-1.69525
MMAA	1.74975
INTS9	0.306
HOOK2	-0.0715
CCNG1	-1.098
CCDC144B	-0.1945
MTMR7	1.758
NEU4	-3.17183333333333
HADH	0.912625
CCKAR	0.799
TMEM173	0.4015
AFAR3	0.5695
PTH2R	2.733625
IFI30	0.7325
GLUL	0.3249
TMEM71	-0.417
C20orf165	-0.305
BFAR	-0.28325
ZNF14	0.88775
KLHL8	0.0335
PPIL2	0.0146666666666667
CTA-126B4.3	0.168166666666667
C5orf37	-0.482875
SLC27A4	0.171166666666667
KLHL22	0.704375
GJB2	4.8382
HSPBP1	1.2335
PRKD1	0.492
SOX8	-2.079375
KIAA0195	0.107833333333333
MICALCL	4.60816666666667
ICAM1	-0.454
C10orf126	-1.0275
SIX4	-0.524875
BCL2L1	-0.6678
CD19	-1.33066666666667
RAPGEF3	-0.556666666666667
KIAA0974	0.2645
MAPK3	0.506833333333333
OR10A3	2.171
MAP2K1IP1	1.404
STK4	-0.991722222222222
CHIC2	0.476
DLX5	0.438833333333333
ZNF367	-0.33875
FBXO41	-1.731
ADK	0.588375
hCG_1995786	-0.262833333333333
GTPBP10	-0.317875
TGOLN2	0.185
CTBS	0.88
FGD1	0.6345
ETS1	-0.220333333333333
EDC4	-0.473375
GSTA3	-1.32025
HOXB6	0.326666666666667
C9orf131	-0.2925
BCAS1	1.6745
U2AF1L4	0.0955
PDHA2	0.377
SORD	0.420875
SLC25A33	-1.047
WDHD1	-1.11375
OR8K5	0.614
RNASE11	-1.4495
STAP2	0.74675
TRIM44	0.3432
CHCHD8	-0.76525
SIDT2	0.1045
OR2B3	0.611
TRRAP	-0.338
TRAF1	-0.83825
RYR2	-2.1535
FAM71B	-0.36225
SLC45A4	0.29325
TRIM32	0.101
ATP6V1G1	0.91475
TRA16	-0.35225
SERHL2	2.06
PRKY	0.178333333333333
NPR2	0.04325
TAS2R40	1.04425
OR5I1	0.438333333333333
ZFYVE26	-0.0328333333333333
WFDC11	0.3035
CSH2	0.31125
OR2T8	-0.31825
TBX20	-0.1575
LYPD5	2.78883333333333
STOML2	-0.950666666666667
ALPI	-0.0405
FAT3	0.7565
ZNF273	-0.3275625
NPSR1	1.076
FLAD1	0.306166666666667
RAB5C	-0.080625
TTLL3	-2.0085
KIAA1618	-0.9115
NPPC	1.04
ZEB2	0.5618
MRP63	-0.616
WSCD2	0.3545
NEUROD4	0.558
SNAPAP	-0.01975
MTMR2	-0.651529411764706
STK35	-0.106125
USP48	0.045875
NR1H4	-3.68325
RASL10A	-0.33975
SSTR1	-4.33125
C1orf35	-0.84
APOBEC3C	-1.3805
RUSC2	-0.193833333333333
SALL4	-1.87275
ZCCHC8	-0.23625
RAD17	-0.180375
ZNF708	0.5755
LILRB5	2.13725
TEX12	-0.9465
C9orf79	0.42975
ARHGEF1	-0.685166666666667
ABCA4	-0.0928333333333333
RNF214	-0.37625
PPAPDC2	-0.09325
ARID4A	0.401333333333333
SYCP2	1.458375
OPRM1	0.547
RP13-102H20.1	-2.744
CYP26B1	0.815666666666667
APCDD1	3.07183333333333
PCCA	-0.64725
ALS2CR7	1.0205
AQP5	-0.0753333333333334
YLPM1	0.2295
PRKAR1B	-0.7403
IL16	0.7544
TCF3	-0.19525
ZSWIM7	0.6105
SERPINE1	-1.5955
BAI2	-0.11075
SMC5	-0.151142857142857
SMN1	-0.118833333333333
SLC13A5	-3.197875
POU2F3	1.9255
BACH1	0.149166666666667
GMCL1L	0.45
PPP2R2D	0.81225
LRRC51	1.76266666666667
EDARADD	0.3815
LRRC3	0.381
FAM124B	0.10025
C20orf70	0.0665
LOC285735	-1.986
CTBP2	1.7876
ZMYND11	1.358375
CDH23	1.44833333333333
OR1N1	0.245
LOC400590	-1.2015
PDK1	-2.150125
LMTK3	1.408
USHBP1	1.245375
ZFYVE21	1.05525
hCG_21078	-0.14725
OAF	-0.6875
WDR41	-0.4465
SPINK6	-0.3305
GDEP	0.022
MEG3	-1.8512
OXSR1	-0.1945
RAD51	-0.738833333333333
RPL13A	1.73425
DYRK1A	0.000900000000000002
FLJ25791	1.7375
SARDH	-0.2183
RBBP5	0.453166666666667
ORC2L	-0.44825
NCAPH2	0.102333333333333
RNASET2	0.620833333333333
WDR79	-1.011
FLJ39779	-1.34175
C3orf1	-0.149
DDX23	0.283
MGC40574	0.041
MORC4	1.419
MYRIP	3.10636363636364
LY6E	-0.3795
SLC39A11	2.976
ATP12A	-0.0795
AUP1	0.1535
PIP	5.69
CORO7	-0.4915
PITPNM3	-0.9005
ENPP1	1.13066666666667
PPP1R1C	-2.8345
NRBP2	-0.22025
KCNE2	1.776
P2RX4	0.9475
CCND2	-1.55557142857143
OR5T3	0.2095
CUL4A	0.240166666666667
CFB	-0.300875
PCP4	-3.10383333333333
HEMGN	-5.28916666666667
UBIAD1	-0.3085
CDC42BPB	-0.8787
CYB561D1	-0.248
RIMS2	-1.59
ZNF488	-0.62725
RNMTL1	-0.6825
SART3	-0.0485
CAPN10	-1.16142857142857
CCR5	3.90316666666667
APOA1BP	-0.217333333333333
NDUFS5	-0.197
PDLIM3	2.3683
VPS24	0.823
SCN8A	-0.389125
C1orf67	-1.22566666666667
MRCL3	0.877833333333333
TMEM145	-2.7245
KCTD16	-0.417833333333333
RNF149	0.682
FDXR	-1.0605
CDCP1	1.91783333333333
PAX3	-3.2533
LASS4	0.77675
HSD17B8	0.07125
YAP1	-0.700375
NNT	-1.76725
SC5DL	0.741125
DKFZp566H0824	-1.1915
KSR2	0.937333333333333
RAD21	0.179733333333333
ST8SIA2	-0.151
L3MBTL3	0.1355
SNRPB	-1.11975
MGC14425	-0.232
MIF	-0.422
TAPT1	0.19575
IRF8	1.7972
PRO0132	0.713
HERV-FRD	-0.3875
ACD	-1.0815
BCL3	1.482
SPATA13	0.3115
MRLC2	0.72725
F2RL3	0.3765
CFHR3	2.4605
DUSP15	-0.948
TMEM46	3.47816666666667
SF3B4	0.2245
MAP7D3	-0.8225
STELLAR	-0.2635
SEMA5A	0.1616
H2BFS	-1.194
LRRC28	0.2405
MORN2	0.695
XYLB	-0.030625
WDR21C	-0.105
HIATL1	-0.93175
ADAMTS10	0.6755
WDR55	0.323
MFSD5	0.415666666666667
OR4N2	0.217
DUSP16	0.629555555555555
NLGN4Y	-2.1373
INHBC	0.260916666666667
NUMA1	1.2505
DEFB123	0.26925
GIPC1	-0.04325
MGC27348	0.224
FLJ33590	0.416
FZD1	2.2957
MKL1	1.08266666666667
SAA2	0.52125
C1orf94	-2.8755
C7orf28B	-0.2555
TMEM185A	0.39865
ZZZ3	0.6255
C16orf5	-1.27516666666667
GALNAC4S-6ST	1.706
C1orf186	3.53875
IGFBP4	0.697333333333333
NDUFA10	0.45
CLIC2	-0.9145
RNF13	0.4115
GPR103	-1.34825
CD69	-3.70725
MYOZ1	0.831
IFNB1	0.14
CLNS1A	-0.2645
CXorf45	-1.15875
ZXDB	1.2005
FUNDC2	0.24225
GPA33	-0.401125
C9orf70	0.22025
SLC2A9	0.17475
LOC126520	0.174
MAGEB1	-1.00475
LCE2A	-0.13
C18orf34	1.196
FMNL2	-1.063625
KRT85	0.7705
CRYGA	0.292
GEM	0.53925
THAP6	0.2412
ALKBH3	0.4425
TM6SF2	0.87925
C20orf82	3.743
RANBP2	-0.110666666666667
LIG3	0.1637
RETSAT	0.60325
OR8S1	0.337
CAST	0.00775
TGFBI	0.701
C15orf37	0.114875
PGM3	0.3835
SLC4A11	-1.485375
FAM123C	-0.1625
TAOK1	2.47025
CISH	1.93
OGDHL	-2.4895
SPINT2	1.39933333333333
ZNF33A	-0.187
CLDN18	-0.055
RNF128	-1.443375
CCDC71	-0.71475
RASSF6	0.860333333333333
HSPG2	1.4025
ATP6V0E1	0.783625
ABHD6	-1.10925
CD274	1.3665
GCNT1	0.06325
NT5C1A	0.271333333333333
TM4SF5	-3.4795
C21orf58	-1.34583333333333
SUCLA2	-0.31875
RFTN2	3.5155
SCNM1	-0.176375
SLC9A10	0.08
FUNDC1	0.6975
SLC35F4	-2.68025
AMD1	-0.269
COL6A6	4.8315
OR4K2	-0.386
TRIB2	-0.389
LOC91461	-2.39525
GHSR	0.4605
ATP8B1	1.28975
C1orf78	1.88466666666667
RNF183	-2.04583333333333
STX4	0.1652
TPPP2	-1.006625
MYBPHL	-2.678
TXNDC6	-0.376666666666667
C9orf47	1.084
FAM137B	-1.3735
FANCB	-1.375
C11orf9	-2.44775
DPY19L1	0.428
VDAC2	0.21
VHL	-0.04875
LMBR1	0.215125
C8orf44	-0.64775
ZPBP	-0.29525
FGF23	-1.75675
C21orf67	0.23075
PCNT	-0.51325
BCKDHB	0.5948
GALNTL5	0.4125
BET1	-0.662625
ARL13A	-0.416
HDAC6	-0.435
N4BP3	1.58783333333333
OTOP1	0.0803333333333334
TTC30A	0.358625
CRISP1	0.9
KRT32	0.237
VSTM1	1.42
ZNF622	-0.11825
POLR3B	0.474
DNAJC10	0.14575
C12orf54	2.919
ADIPOQ	0.0961666666666667
RIT2	-0.6525
CD44	-0.2376
ABCA3	0.80075
RPS17	0.136
FEZF1	-0.1875
PCDHB15	-0.55075
KCNMA1	1.87509090909091
CCDC116	-2.611
C15orf27	-2.905
NARG2	-0.756
ITGA5	-0.22475
MEFV	0.714
TUT1	-0.61475
LOC541473	-0.76475
NMBR	-0.7745
GLT1D1	-2.93533333333333
ABCB7	-0.2555
PFKP	-0.863454545454545
C9orf91	0.3486
LRRC41	0.717333333333333
C1orf85	0.240333333333333
ATP5F1	-0.057125
STOX1	1.67
GFOD2	0.21075
SLC25A3	-0.330375
ZNF646	-0.3841
ZAR1	-0.966
OSTbeta	-2.46475
GALNT3	2.32275
IFT122	0.779666666666667
LDB3	-0.3902
GARNL1	0.0826428571428571
HOMEZ	0.392166666666667
LRRC6	1.98275
ANGPTL5	-2.54625
UBAC1	-0.8525
DLEU7	-1.8965
RPL19	-0.60125
TOP1MT	-0.516166666666667
LOC643641	0.19825
MBD3L2	-0.208
NTSR1	-0.352666666666667
WISP2	-0.9595
GPSM2	0.71325
RDH10	-0.1043
PRKCG	0.5245
HIST1H4J	0.454
MON1B	0.0363000000000001
MLF1IP	-1.07766666666667
ZNF446	1.32525
COL4A5	-0.1622
SLC26A1	-0.404357142857143
RGN	-2.46475
CCNB1	-0.64675
C9orf165	0.321
CCDC28B	-1.451
CCDC97	-0.02825
FGR	1.751375
MSRB3	1.7448
EPN2	0.32525
COX15	0.225833333333333
KCNK6	0.038
XK	-2.20575
GDA	-5.011875
HEPH	0.5345
THRAP3	0.5545
MET	-2.378
PHYHIP	0.27025
LYAR	-0.862
ING3	-0.01975
AK7	-1.462
CCT8L2	-0.65275
COPS7A	0.906166666666667
WSCD1	-1.0235
RNF185	1.117875
TNS3	0.477
KNDC1	-1.21266666666667
RWDD4A	0.527833333333333
MED13L	0.3785
ZFYVE1	0.350625
C7orf44	-1.44616666666667
MRPL1	0.4565
STGC3	-0.5305
TEAD1	-0.0786666666666667
RPL7A	0.0760714285714286
ARL6IP1	0.8572
C1orf178	-0.2645
CTAGE5	0.860166666666667
TMEM184A	-0.357333333333333
SLC25A14	-0.0565
CACNG5	0.2355
ATXN10	0.496
ECH1	-0.2566
CCL22	1.43375
CYP2F1	-1.91683333333333
GADL1	0.195
TMEM19	-0.4927
RUNX3	-0.35025
EFNB1	-0.5455
LIPN	1.339
ACSM3	-4.048
SIGLEC8	2.33983333333333
ASCC3L1	0.03875
NOL8	-0.18025
RELT	-0.705833333333333
Magmas	-0.8795
PPP1R15B	-0.4927
C11orf2	0.52375
VKORC1	-0.673666666666667
MGC26647	0.28
TRPM6	-0.144416666666667
UGT2B7	-5.53083333333333
FEV	-0.06775
FOXK2	-0.0998
PDCD5	-0.265666666666667
SLC8A1	1.9407
DGUOK	-1.04416666666667
CLDN16	0.2145
GAGE1	-1.7295
RBM17	0.0186
C1QTNF3	3.083125
VGLL3	0.3575
UNQ5830	-0.347
CD1A	-3.24516666666667
SCGB1C1	-0.75
SUPT4H1	-0.855125
TRAF5	-0.52025
ASAHL	0.9565
FAM73A	1.927
OR6B1	0.014
WHSC1	-0.8771
GFPT2	0.9085
LOC339809	-0.75375
STARD5	0.1095
SIP1	-0.5005
DNAJC15	0.6735
STAU2	0.59175
FAM98A	0.629
RAD23B	-0.5768125
LRRC33	-1.09075
CHRAC1	-0.20375
C21orf89	0.45625
C19orf43	0.0443333333333333
KLK8	0.645833333333333
CCNE1	-1.909
PKDREJ	0.652166666666667
SSU72	0.17425
C17orf73	0.6005
GPR78	-0.2265
WHSC1L1	1.0319
GSTA2	-2.79
SMUG1	-0.033
UFM1	0.4127
AP3M2	0.509666666666667
USP14	0.52125
FBXL14	1.21083333333333
DSTN	1.48425
SFRS14	-0.9455
FBXO31	-0.882833333333333
C12orf40	0.54925
FRS2	1.06775
NR2E3	0.334
TUBB2C	0.396
GMPR	-1.51966666666667
C9orf139	0.132
ING5	-0.907214285714286
LOC730092	-0.220333333333333
ORM1	-4.2615
RP11-11C5.2	-0.57775
HSPD1	0.251
PIWIL3	-0.3805
C5orf13	0.3448
OR5R1	0.208
LCOR	1.404875
PLEKHA9	-0.1915
CCDC43	-0.2715
ZNF232	-0.21825
SLC6A7	-0.3135
ADH5	-0.210833333333333
SHBG	-1.35783333333333
CROCCL2	-0.57625
PANX3	0.113
CDIPT	-0.076
SLC16A5	1.57125
TUBB	0.209125
TOR3A	-0.668
PREP	-0.0226666666666667
ENTPD8	-0.0949285714285714
CHMP1B	0.279
SYT12	1.6243
MYH6	-1.839
MAP3K13	0.964166666666667
KLHL30	0.230166666666667
LCMT1	0.67975
EIF1AX	0.383416666666667
FOXD4L1	-0.5235
SLC24A5	-2.432
RNF166	-0.4626
TJAP1	-0.85825
TMEM156	-0.624
ZNF239	1.466
SNX19	1.4844
GKN1	0.333
FCN1	1.7609
C1QL1	-1.6345
ATP11C	-0.043625
ZNF35	1.214
CARD8	0.546
LIMD1	0.694333333333333
KIAA0286	-0.38375
XRN2	0.0695
CD6	-0.641
TOX3	-0.473625
ZSCAN4	-1.8555
RSRC1	0.5615
COG1	0.199
PTRF	0.6235
C16orf35	-0.77425
FBXO24	-0.80475
CHST11	0.368
THRB	0.6117
MYBPC1	4.09575
RNF39	2.62266666666667
PSMD11	-0.858
ALAD	0.0433333333333333
EN1	2.1915
SLC9A9	0.302
GSTM4	0.7992
CDC42BPA	-0.357578947368421
RCSD1	-1.0695
LUC7L2	-0.1336
SPTBN1	-0.2093
LOC146167	0.759
BAT5	0.78
ZNF452	0.409875
LSM4	-0.8345
SRP72	0.401444444444444
SGK269	0.0668333333333333
MTX1	0.0575
CENTA1	-0.33975
UNQ9433	-0.54
ATR	-0.52475
DDX49	0.1005
PAQR8	-1.12666666666667
C14orf174	0.7145
GBGT1	0.60025
THAP1	0.857
OR10K1	0.2305
RASIP1	-1.95116666666667
DPYD	0.4229
DOHH	0.085
C18orf45	2.4985
POF1B	4.2366
ZNF552	4.20925
USP32	-1.28425
MED27	-1.065
C14orf149	-0.450333333333333
PRDX4	-0.919166666666667
ABHD12	0.4234
AGT	-5.24325
SLC22A14	-0.64525
C1orf58	0.707
PILRA	-0.87725
ABCF2	-0.466625
C17orf85	0.5307
TKTL1	-1.8505
FGF1	3.6593
IL6R	-0.491166666666667
VPS25	-0.6815
CHRNB2	0.3715
COL7A1	-0.933
LRRC48	3.4855
SPG20	0.106916666666667
COX10	0.48175
GCA	-0.04075
ECEL1	0.0128333333333333
GLG1	-0.125166666666667
SRD5A2L2	-0.0634999999999999
MUTYH	-1.29225
ZNF70	0.27625
L2HGDH	-0.51625
GPATCH2	0.4645
ZNF655	-0.761625
ZNF227	0.0601666666666667
MCOLN2	0.383333333333333
NQO2	-0.6475
KCNQ5	0.2315
NEU1	0.1845
QRICH1	0.22875
ZBTB20	-0.0795000000000001
RPUSD3	-0.4635
EPGN	-1.455
TSN	0.4575
SPRY2	-2.63483333333333
LZTFL1	0.853875
GMFB	0.458125
PBEF1	-0.6111
HBG2	-3.63925
TMEM8	-0.0425
PALM2-AKAP2	-0.209
NFYA	0.2475
FAM108A1	-0.214625
PBLD	1.864625
NRG4	-2.5595
PIGF	-0.63575
PTGER1	-1.00275
NOS2A	1.37383333333333
C21orf34	0.361666666666667
C21orf51	-0.0695
IL17C	0.344
TRMT6	-0.417833333333333
ETV2	0.166833333333333
CCDC109A	0.94275
MYLK2	-1.708
ATP10A	2.554
DPH4	-0.0845
C5orf5	-1.04566666666667
KCNA4	0.166333333333333
NMNAT2	-0.3805
GLYATL2	0.055
LSMD1	-0.20975
IL23R	-2.68425
NRF1	0.513
MUC15	-3.40433333333333
PRDM12	-3.7485
PAQR4	-0.487285714285714
RBBP6	-1.160625
IFI27	2.81875
SKAP2	0.170333333333333
TAGAP	1.748625
TJP3	2.0975
C9orf61	-0.66625
IDS	0.2765
PARG	0.92125
LOC131149	-0.00700000000000001
DYRK4	0.0573333333333333
MICALL1	0.676
GALR2	-0.0395
GPBP1L1	0.699625
TBX21	3.81175
KCNJ6	1.74866666666667
GGN	1.41175
CASP5	0.400166666666667
RNF182	-4.49875
BRD4	0.0605
DOK4	-0.059375
SLC46A2	1.42783333333333
SOX9	-0.349833333333333
ZNRD1	-0.3335
PRR6	-0.72525
FAU	0.31375
DTNB	1.255
CARD9	-0.456
STS-1	-1.27616666666667
SLC4A5	0.230875
NSBP1	-0.7615
UGCGL2	-0.955083333333333
POTE15	1.2875
NOXA1	-0.929
RP13-347D8.3	2.33575
SAMD10	1.21116666666667
EP400NL	-0.9495
TCF21	0.496
AMELX	-0.40575
JPH2	1.283
SLA	1.78025
DLST	-0.694833333333333
SEPT12	0.24325
RGS20	-3.861
LXN	2.1675
ZNF419	1.398875
UPK3B	-0.54
RELL1	1.49125
ESPNL	-2.2355
KLHL21	-0.180375
PI15	0.5475
C2orf61	-0.1285
LOC407835	-0.116666666666667
RER1	0.339416666666667
ELAVL2	0.9485
MGC26718	0.27975
KLF2	1.7585
TNFAIP8L3	0.9805
TFE3	0.40625
C11orf17	-0.108375
15E1.2	-0.79475
SNRPC	-1.0455
DLGAP1	1.84425
PGLYRP1	0.2695
OVCH2	0.44
IRF7	0.4606
SET	-0.7346
NAB2	0.0848333333333333
LRP5L	-1.51125
FAM120A	0.213375
ASCL2	3.25883333333333
SHH	-0.2895
ATP5H	-0.451333333333333
THPO	-1.0225
TYRP1	-4.75083333333333
HIST1H3E	0.2645
EIF2S1	0.024611111111111
TNFRSF17	-2.2014
TARSL2	0.90075
NKX2-8	-0.67825
C1orf115	0.490125
LOC56964	0.5535
KIAA0841	-0.72625
ISCU	0.027
TTMA	-1.081
ZNF414	0.69
LOC441150	-0.22225
RAB15	0.41675
HBP1	0.526666666666667
TNNT2	-1.76966666666667
CECR5	-0.744
PHGDH	-2.57225
JRK	-0.2084
XPO4	-0.628
FAM131C	-0.2225
ARHGAP25	1.00783333333333
CA9	-2.45033333333333
GPR62	0.5905
TLX1	-0.5195
GPS1	-0.21325
OR2M2	-0.7485
BDP1	0.0411428571428571
FAM70B	-0.55525
RPS29	-0.14275
MKLN1	-0.6341
TSPAN19	-3.3045
SLC29A3	2.1319
LGALS4	-0.3755
USH2A	0.1205
NF1	-0.168666666666667
APOBEC3A	-1.8185
IMPAD1	0.975666666666667
OLR1	2.32683333333333
NRAP	-0.2915
HCFC1R1	-0.0228333333333333
TAOK2	0.0911666666666667
MCM10	-1.01566666666667
MAP4K3	0.0846666666666667
CBS	-2.859625
CLK3	-0.3971
PCDHGA5	-0.0175
ELF4	-0.062625
FAM71A	-0.2695
C11orf49	-0.3535
CLIP2	0.166
BTBD9	1.4417
ZNF524	1.763
KDELR1	0.8345
ZNF509	0.5475
NCSTN	-0.499
ZNF533	0.671071428571429
PARP4	0.10025
GALNT9	-0.469166666666667
NPY	-3.4835
BEGAIN	-3.21883333333333
TMEM77	0.209666666666667
FOXRED1	-0.3765
SLC16A2	0.340333333333333
SLC35B1	1.1295
GK5	-0.373833333333333
SDCCAG10	-0.285
C4orf20	0.758
SLC9A2	1.64875
ADD1	0.297857142857143
TAL2	-0.822833333333333
ACLY	-0.448875
DNAJC1	1.167
SOST	0.1615
USP43	2.13733333333333
CYP4F12	-1.1105
FKBP5	2.353125
CHCHD5	0.0028
NUDT22	-0.69325
CCDC85B	-0.06575
OR51G2	0.549
STRN3	0.480071428571429
TMOD2	1.21525
FLI1	0.24125
MAB21L2	1.42366666666667
DGKQ	0.03825
VPRBP	0.606166666666667
SCNN1B	-0.5888
ECHDC3	1.6714
TMEM106C	-0.5495
CSNK2A2	-0.266
RPL39	-0.7663
HERC3	0.7006
ZBTB47	0.650666666666667
ZNF681	0.33475
PAGE2	-3.19725
CLIC5	1.72114285714286
RABAC1	0.2005
ZFHX2	-0.06
YPEL1	0.490833333333333
KIAA0776	0.847
NR1D2	0.39275
DNAJC4	-0.027125
NPNT	2.7775
ZNF677	0.512
ZNF536	-1.24133333333333
MEF2B	-0.254583333333333
PTPN4	-0.347125
CTCFL	-6.4075
STX5	0.0856666666666667
CD72	2.01025
VEGFA	-0.291421052631579
XRCC1	-0.6102
MAS1L	0.0853333333333333
ELL	0.04
SETBP1	0.0385
CDH11	3.95916666666667
NDC80	-0.218230769230769
DMBX1	-2.89375
NRSN1	0.2215
BAT2D1	-0.205625
CDS2	0.9725
C1orf212	0.0321666666666666
SENP3	-0.6555
IL1F9	0.2545
EEF2K	0.23575
COG8	0.81975
CEP72	-0.41825
OR1L8	-0.491
MUS81	-0.456833333333333
PHYH	-0.089125
GGT6	1.16516666666667
C22orf23	-0.866416666666667
C13orf33	3.7335
MAPK8IP2	1.2475
NELL2	-0.649
POU3F2	-2.882
ALPK1	0.12275
MRPS18C	-0.654
RPLP2	-0.225875
FGF22	-0.692
SPNS1	-0.1685
ZFP1	0.67475
IL1RAPL1	-0.75975
PCSK9	-3.594
NKX2-1	-0.433230769230769
C6orf189	0.68325
SP4	-1.1265
SLC11A1	1.9751
C21orf25	0.7855
ICAM2	-1.1895
SH3GL1	-0.0175
GSK3B	0.1745
RALB	0.891875
PDXP	-0.784333333333333
GNGT1	-4.00025
KIR2DL1	0.431
TNFAIP3	-0.115416666666667
C6orf32	0.6507
CBLN2	5.13325
PANK3	1.58225
TAAR9	1.4005
WDR82	0.957928571428571
APOM	-3.7505
TRIP10	-0.428
SPATA16	-0.251166666666667
C1orf135	-0.37175
USP51	0.22025
TESK1	1.04475
C11orf64	0.025
ZNF611	1.3735
PDE6G	0.1935
HLA-DQA1	3.603125
GCLC	-0.20975
SEC61A1	-0.306142857142857
TWSG1	0.511083333333333
ZMYND10	2.4895
CTDP1	0.337125
ADAMTS6	0.496833333333333
SLIT1	-1.85925
KRT86	2.404
KIAA0574	1.457
GTPBP2	-0.3815
PQLC3	1.60575
PRRX2	0.239333333333333
C15orf44	0.198666666666667
MKKS	-0.92575
C11orf10	-1.0365
GPR110	0.286125
CD109	-0.280666666666667
ADCY1	-0.126166666666667
RHBG	-2.777
TP53I3	0.4265
SLC22A3	-1.6824
UCP2	0.2515
FOXG1	-2.70333333333333
OR2AG1	-0.0135
TRIM24	-1.26575
PROC	-3.304875
TAAR6	0.71
AMTN	-1.0445
C10orf47	-0.633333333333333
DEPDC1	-0.214
FLJ45557	5.33
ZDHHC17	-0.33525
KIAA1429	1.16383333333333
